id,tweet
1.22429424545396E+018,young adults in the workforce today are particularly affected by mental health challenges and are also the URL
1.22389111446727E+018,open for mobitel esports premier league epl teams have opened their recruitment signup URL
1.22380322386296E+018,games play datamart app download URL
1.2236336342649E+018,the shape of the future unpacked globally february coming soon to mobitel URL
1.22344083755779E+018,video datamart app download URL
1.22325119793259E+018,to our lions on the series win cricketwithmobitel URL
1.22324695443778E+018,outstanding knock from kusal mendis cricketwithmobitel URL
1.22319724042614E+018,chat datamart app download URL URL
1.22271606171761E+018,for you to try out on google learn more research more and know more with mobitel mobile data for URL
1.222716061231E+018,to learn about first office learn more research more and know more with mobitel mobile URL
1.22248730672627E+018,efficient telecommunications network is the foundation upon which an information society is built talal URL
1.22247991486936E+018,your loved ones in india with the best rates from mobitel idd call for more details URL
1.22247112030722E+018,some midweek motivation try try and try again until you succeed URL
1.22245840222532E+018,great to dream big but the way to achieve big is to start small through micro habits visit our linkedin URL
1.22241346241822E+018,are the five biggest emerging technology forces that will be making their impact on the telecom market in URL
1.22237669668439E+018,rents goats learn more research more and know more with mobitel mobile data for more information on URL
1.22237622659525E+018,your morning with the right motivation if there is no struggle there is no progress frederick douglass URL
1.22204447117878E+018,big with rs spend limit dial to activate mcash and download the mcash app URL URL
1.22202611268072E+018,time is always right to do what is right martin luther king jr URL
1.22199128465682E+018,got an interesting fact about google for you learn more research more and know more with mobitel mobile URL
1.22172458848216E+018,connectivity on the go simply visit or visit URL for more details URL
1.22172031460802E+018,a cool fact about first server learn more research more and know more with mobitel mobile URL
1.22169283551629E+018,malaysia in all its glory with mticketing simply dial from your mobitel connection or dial from URL
1.22166453653047E+018,asked for my hustle i gave you my heart kobe bryant kobebryant ripmamba URL
1.22166447242049E+018,three ways great leaders show they care about their team.visit our linkedin page via URL URL
1.22165524462449E+018,you know how dependent we are on google learnmore dataplan datamartapp mobiledata URL
1.22126650907653E+018,your loved ones in china with the best rates from mobitel idd call for more details URL
1.22126650860669E+018,us which you would prefer techwithmobitel URL
1.22091167076107E+018,little bit about gmail learn more research more and know more with mobitel mobile data for more information URL
1.22091167008564E+018,your loved ones in canada with the best rates from mobitel idd call for more details URL
1.2209041204978E+018,motors is readying the announcement of an allelectric pickup truck that will carry the branding of the URL
1.22070334640065E+018,is holding a tiktok dance contest to find the next great emote read more about it URL
1.22069475773688E+018,big o make you choose between console or pc gaming read more about it on URL URL
1.22069092474708E+018,your loved ones in australia with the best rates from mobitel idd call for more details URL
1.22055605628537E+018,youtube channel subscribe URL
1.22055573572727E+018,big congratulations to the roaring lions on their win against zimbabwe cricketwithmobitel URL
1.22054173495603E+018,some cool facts about google employees learn more research more and know more with mobitel mobile data URL
1.22031704456814E+018,heartiest congratulations to our brand ambassador angelo mathews on achieving his first maiden test double URL
1.22020782284935E+018,yourself apart from the rest and be the best you can be visit our linkedin page via URL URL
1.2199794981769E+018,ways to be kinder to yourself in because you deserve it visit our linkedin page URL
1.21996047241961E+018,cash bonanza URL
1.21992465693067E+018,you know the meaning of the word learn more research more and know more with mobitel mobile data URL
1.21988165370477E+018,subspecies of black to be long been rediscovered in sri lanka take care of our URL
1.21916376596441E+018,activate URL
1.21775449844323E+018,takes on the mantle of career guidance for students teachers and parents read more about URL
1.21767431638666E+018,partners with nations group to expand customer outreach read more about it on URL
1.21727269183454E+018,your harvest overflow with prosperity this pongal URL
1.216561014919E+018,you are in the world got a roaming package for you simply dial for your mobitel roaming URL
1.21620817763037E+018,you a mouse user or a track pad below techwithmobitel URL
1.21584578988632E+018,truth about overcharging and fast charging your phone battery click the link below for more URL
1.21525004392346E+018,cash URL
1.2151059165442E+018,few more days until the windows mobile reaches the end of support click the link below for more URL
1.21474352719366E+018,your game on heres games you need to play in visit URL techwithmobitel URL
1.21441696930017E+018,what isnt there click the link below for more information URL techwithmobitel URL
1.21439235138227E+018,powers raigam some awards to read more about it simply visit URL URL
1.21409504099531E+018,cash bonanza season offers bigger rewards and more benefits read more about it at URL URL
1.21300292994012E+018,a winner with mobitel cash bonanza season stand a chance to win mercedes benz cars and cash prizes URL
1.21297874229912E+018,cash bonanza season benz URL
1.21208626764045E+018,caring network wishes you a full of peace good health and closer connections that light up your year URL
1.21156114573734E+018,with the best deals at the dubai shopping festival simply dial to activate URL
1.21047285182174E+018,the beauty of vietnam in all its glory with mticketing simply dial from your mobitel connection or URL
1.20954930304099E+018,wishing you a christmas filled with love joy and blessings merry christmas from mobitel URL
1.20945553984503E+018,a chance to win a grand prize of an iphone pro the more you reload the more you win dial to URL
1.20930100419942E+018,your friends and family this season with the mobitel sticker pack download now URL URL
1.20788155623433E+018,and activate your mobitel prepaid sim and get a talk time worth rs.100 get rs.20 for every URL
1.20788097958463E+018,prepaid sim activate URL
1.20757728681339E+018,connected to your loved ones this christmas season with mobitel idd plans simply URL
1.20726940839934E+018,ends with the grand giveaway of luxury vehicle to cash bonanza winner read more URL
1.20723507231269E+018,surveillance devices are designed to scoop up data from facial scans to licence plates read more about it URL
1.20688457841113E+018,motorola razr is back read more about it on URL URL
1.20681612223183E+018,festive season stand a chance to win the latest apple iphone with mobitel and yes fm simply drop by URL
1.20647313076143E+018,to play critical role as connectivity partner for hatton national bank read more about it URL
1.20545705610444E+018,tearing and start caring switch to ebilling now simply dial or log on to the mobitel self care app URL
1.20502845666645E+018,megapixel madness read more at URL techwithmobitel URL
1.20497472027544E+018,wins gold for brand of the at slim brand excellence awards more about it URL
1.20435820679495E+018,london in all its glory with mticketing simply dial from your mobitel connection or dial from URL
1.20435801129847E+018,the season to win simply call and stand a chance to win for more details URL
1.20434448192503E+018,activate prepaid sim activate URL
1.20424947683317E+018,the best roaming plans this season with mobitel simply visit URL for more details URL
1.20424712794743E+018,belimitless with unlimited roaming for the first time in sri lanka for just a day get unlimited calls URL
1.20292350316454E+018,showcase of sheer excellence by mobitel at slim brand excellence awards URL
1.20292342487788E+018,and echannelling dominate the online category at the slim brand excellence awards URL
1.20292330276066E+018,wins at slim brand excellence awards for improving healthcare accessibility URL
1.20292323236767E+018,being awarded the gold award for brand of the year mcash is triumphant at slim brand URL
1.20278474886895E+018,most caring network mobitel is pleased to announce that we have passed the newly proposed tax URL
1.20251408125464E+018,all you know and all you need to know about the tesla cyber truck URL URL
1.20244982584703E+018,life to the max with mobitel max prepaid package for more details visit URL URL
1.20244606066644E+018,business solutions crowned business solutions provider of the year at south asian business URL
1.20214524859353E+018,offers up to discount on samsung and apple smartphones for master unlimited customers URL
1.2018310353544E+018,time for christmas quiz stand a chance to win a laptop simply dial to ring in and win URL
1.20178619313598E+018,book your air tickets via mticketing and visit india to be amazed simply dial from your mobitel phone or URL
1.20171644144103E+018,mood match mobitel stickers download URL URL
1.20141783628085E+018,christmas with mobitel get unbeatable prices for the latest smartphones and accessories offer valid URL
1.20136882873693E+018,all the answers with amazon echo dot from mobitel simply visit x station to check it out URL
1.20026104030865E+018,unlimited URL URL
1.20025712521094E+018,smartphone discounts with mobitel master unlimited more info URL URL
1.19998694992843E+018,unlimited fun stickers download URL URL
1.19956482402548E+018,beyond just changing a wallpaper here is how to change everything from the lock screen to the icons on your URL
1.19955179634522E+018,stickers download URL
1.19922211877857E+018,all current and retired state sector employees with special offers from mobitel upahara offering URL
1.19922137122363E+018,samsung URL
1.19882305734907E+018,some companies are removing the headphone jack to save rog phone comes with typec usb ports URL
1.19792315178031E+018,interviews november open day for customer care executives on parttime basis URL
1.19776183730929E+018,your ultimate data for more information on our data plans visit URL or URL
1.19776041361154E+018,is partnering with samsung sri lanka to offer customers an exciting opportunity to enjoy a special data URL
1.19740624206872E+018,best time to own your favorite samsung galaxy device is break free offer with attractive URL
1.19709618949108E+018,your redmi note pro with mobitel and stand a chance to get redmi airdot earbuds absolutely URL
1.19705620048926E+018,viber stickers download URL
1.1966955234761E+018,welcomes joseph fraser memorial hospital by melsta health into its portfolio of leading URL
1.19629979040288E+018,or pay your bills with ease simply step in to the mentioned leading supermarkets banks finance URL
1.19553697192325E+018,play a would you rather techwithmobitel URL
1.19486960388256E+018,yes sir this item is available EMO_POS
1.19486402461949E+018,you take a free ride in an autonomous the link URL for more URL
1.19465441800152E+018,please check your inbox sir thank you EMO_POS
1.19373258071503E+018,you need to know about the google pixel the link URL for more URL
1.19336264326583E+018,of these would you upgrade first techwithmobitel URL
1.19300025497658E+018,new razer blade studio edition has a oled display combined with quadro rtx makes it the URL
1.19271885785874E+018,of the mobitel store one galle face mobitel onegalleface URL
1.19228594507426E+018,sales champions win big at slim nasco read more about it visit URL URL
1.19202229486188E+018,the first telco to partner visa in sri lanka to enhance digital enablement via mcash to read more URL
1.19202040252199E+018,powers of the northern read more about it visit URL URL
1.19058445916418E+018,to south africa on their amazing win at the rugby world cup URL
1.19051212199977E+018,with bubbly and rugby vs finals all set to go at park street mews URL
1.19025029701009E+018,for with mobitel stand a chance to win of free data simply tell us who you think will win the URL
1.1901090758178E+018,everything on your iphone to get your iphone now from the fastest network in sri URL
1.18987317530111E+018,and yes live broadcast shows from overseas through mobitel unlimited data voice and sms roaming URL
1.18985178240036E+018,the nailbiting finals of the rugby world cup with sriflix when two giants come together on the field URL
1.18940137613E+018,download iphone xr URL
1.18903102902734E+018,wide ultra wide with iphone now and get free accessories for every iphone purchase URL
1.18903020809302E+018,day battery life on your iphone now and get free accessories for every iphone purchase of your URL
1.18901398842985E+018,your rugby knowledge with these questions tell us in the comments below if you think this is true or URL
1.18874125142983E+018,smartwatch would you rather wear techwithmobitel URL
1.18834960310145E+018,the semi finals and finals of the rugby world cup with sriflix simply download the sriflix app viaios URL
1.18829676192572E+018,countrys national mobile service provider wishes you a blessed deepavali URL
1.18828921407018E+018,the winners of the wales vs south africa rugby match and stand a chance to win gb data rs.100 URL
1.18793437409803E+018,the winners of the england vs new zealand rugby match and stand a chance to win gb data rs.100 URL
1.18766814542055E+018,in to the rugby hype this season and learn the basics of this super cool sport rugbywithmobitel gritandglory URL
1.18744364584825E+018,everything on your iphone to now and get free accessories for every iphone purchase of your URL
1.18728005856788E+018,pro about the pro the link for more information URL
1.187224509516E+018,with the rugby hype this season and learn the basics of this super cool sport rugbywithmobitel gritandglory URL
1.18722251071629E+018,mquiz URL
1.18612243530259E+018,you rather have a or b tell us in the comments below techwithmobitel URL
1.18612243483714E+018,this super cool rugby fact about which player holds the most individual points in the rugby world URL
1.18576004695056E+018,right way to go off the grid.this is how to completely remove yourself from the more URL
1.18575249785768E+018,miss an important rugby world cup moment with sriflix simply download the sriflix app via ios URL
1.18542409272547E+018,the winners of the new zealand vs ireland rugby match and stand a chance to win gb data rs.100 URL
1.18542362890251E+018,the quarter finals predict the winners of the england vs australia rugby match and stand a chance to win URL
1.18539765930711E+018,device is the king of smartphone cameras techwithmobitel URL
1.18506741362213E+018,me the way is how to use googles ar feature in google maps.for more information URL
1.1850643955898E+018,the best roaming rates for just a day or a week simply dial to activate for more URL
1.1847240382554E+018,the excitement of the rugby world cup with every match streamed live on sriflix to download the URL
1.18403796335482E+018,celebrates world day in read more about it visit URL URL
1.1840328436364E+018,mcash shines at lankapay technnovation awards more about this via URL URL
1.18369727179334E+018,master unlimited unlimited data URL
1.18369653705191E+018,data unlimited data URL
1.18369566038365E+018,master unlimited turns your world around with unlimited data for just now with a day money URL
1.18362273572293E+018,ookla ookla URL
1.18362183641378E+018,no.1 network ookla ookla URL
1.18361110898219E+018,the global leader in internet performance testing has once again awarded mobitel as sri lankas number URL
1.18360725428258E+018,verithanam bigil on mtunes now simply dial and enjoy URL
1.18283829470033E+018,max URL URL
1.18282319647681E+018,the winners of the ireland vs.samoa rugby match and stand a chance to win gb data rs.100 worth URL
1.18263724847221E+018,USER_MENTION USER_MENTION we sincerely apologize for any inconvenience caused please check your inbox thank you
1.18252845006372E+018,the winners of the australia vs.georgia rugby match and stand a chance to win gb data rs.100 worth URL
1.18247590791248E+018,customer service week with mobitel simply answer this question by commenting with your answer below URL
1.18228141578799E+018,your doctor from anywhere simply dial from any network or from slt networks log on URL
1.18228107854921E+018,echannel echannelling app download URL
1.18221301784231E+018,powerful essential iphone coming soon to mobitel stay tuned for more updates iphone11 URL
1.18221282459811E+018,most advanced iphone yet iphone pro coming soon to mobitel stay tuned for more updates iphone11pro URL
1.18188987373472E+018,customer service week with mobitel stand a chance to win exciting gifts when you pay your bill URL
1.18188277825165E+018,customer service week with mobitel stand a chance to win exciting gifts when you install the mobitel URL
1.18187796519549E+018,are our hero and celebrating you enjoy great offers catered to you with gifts and surprises this URL
1.18107638016919E+018,confirmed and hasslefree doctor appointments online via the echanneling mobile app simply dial from URL
1.18007035258151E+018,your chance to win cashback on you total channeling fee every week simply dial from any network URL
1.18000136416176E+018,a super cool fact about the inaugural rugby world cup rugbywithmobitel gritandglory URL
1.17928968733004E+018,the winners of the new zealand vs.canada rugby match and stand a chance to win gb data rs.100 worth URL
1.17894364886143E+018,mtunes download URL
1.17889230965354E+018,to chamari atapattu on becoming the first sri lankan woman to score a century in t20 URL
1.17853472539848E+018,collaborates with university of peradeniya to conduct research on air pollution in kandy to read more URL
1.17821164917547E+018,to turn printed spreadsheets into an excel spreadsheets in a snap.click the link for more URL
1.17743176099856E+018,wanted to belimitless tune in to the shakthi fm morning show on the september for a truly unlimited URL
1.17743058011744E+018,the good days when smartphones came with a headphone jack and expandable us which one URL
1.17720402276121E+018,you need to become a the link for more information URL URL
1.17713227085295E+018,the winners of the usa vs england rugby match and stand a chance to win gb data rs.100 worth mcash URL
1.17713117734762E+018,you ever wanted to belimitless then tune in to the yes fm evening show on the and september for URL
1.17677393873255E+018,you have ever wanted to belimitless then tune in to shakthi fm on the september for a truly URL
1.17673535619403E+018,you have ever wanted to belimitless then tune in to yes fm on the and september for a truly URL
1.17672883093914E+018,your favorite storage us in the comments below techwithmobitel URL
1.17671476675004E+018,develop customer solutions such as enterprise web platforms apis ui and mobile apps for URL
1.17671277166642E+018,finance subsidiary your resume to careerUSER_MENTION on or before URL
1.17671126296688E+018,experience your resume to careerUSER_MENTION on or before URL
1.17670823239762E+018,the winners of the fiji vs uruguay rugby match and stand a chance to win gb data rs.100 worth URL
1.17642013664077E+018,handwriting detection to searching for items in the real world.here are amazing things you can do with URL
1.17466601390181E+018,the excellence and best of service in the telecommunications industry ookla has once again crowned URL
1.17465840964545E+018,password managers use URL URL
1.17454826601439E+018,day more to go for the observermobitel school boy cricketer awards URL
1.17419206952455E+018,your eyes to new insights in celebration of world tourism day cinnamon together with mobitel as its URL
1.17419109667672E+018,days more to go for the observermobitel school boy cricketer awards URL
1.17391184143054E+018,a chance to win mobitel wifi routers and passes to the awards ceremony at hilton by simply predicting the URL
1.17102404326226E+018,you a palm grip a fingertip grip or a claw us in the comments below techwithmobitel URL
1.16993630909755E+018,introduces the next generation samsung note read more about it via URL URL
1.16952232728721E+018,master unlimited data unlimited data URL
1.16951828475822E+018,ready as mobitel master unlimited turns your world around with unlimited data for just a month URL
1.16920291621911E+018,launches unlimited yet another first in sri read more about this URL
1.16916339100658E+018,your old slow laptop new is how to install chrome os onto an old windows laptop.click the link URL
1.1685954162518E+018,mobitel master unlimited data unlimited data URL
1.16844231102771E+018,the best idd rates from mobitel visit URL for more details URL
1.16729274942443E+018,your welcome have a pleasant day EMO_POS
1.16701407465746E+018,allnew samsung galaxy note from the fastest network in sri lanka.order now at URL URL
1.1669498789304E+018,hi isuru sorry for the inconvenience caused you can do a cash out mcash in slt nugegoda branch now
1.16691929490869E+018,and due a systems issue you have got the messages again and we will check on that and come back to you soon thank you EMO_POS
1.16691901796718E+018,hello USER_MENTION we are really sorry for the inconvenience caused and we have already blocked all the URL
1.16664082654762E+018,introduces revolutionary unlimited idd calling to infusing greater value for its URL
1.1666406684434E+018,revolutionizes roaming with the launch of package for just URL
1.16624998275777E+018,mobitel executive web and digital media if interested please forward your resume to careerUSER_MENTION URL
1.16622593337792E+018,unlimited roaming URL
1.16485613899269E+018,signs mou with university of sri know more visit URL URL
1.16403190315192E+018,smart speaker do you prefer mobitelsrilanka techwithmobitel URL
1.16366951780708E+018,laptop brand do you prefer for gaming mobitelsrilanka techwithmobitel URL
1.1633071321854E+018,phones are here to stay the black shark pro has of ram on its base know more URL
1.16266104183219E+018,allnew samsung galaxy note from the fastest network in sri lanka.preorder now URL
1.16224524193765E+018,reg URL
1.16190673981977E+018,unlimited idd URL
1.16190664598059E+018,unlimited URL
1.1619065503966E+018,like youre already abroadintroducing mobitel unlimited idd now for just rs for daysto activate URL
1.16185758815954E+018,iphone models coming in know more visit URL URL
1.16148765077319E+018,to allow alexa to integrate further into windows know more visit URL URL
1.16124292930388E+018,shows off phone with ultracurved know more visit URL URL
1.16119538040044E+018,finance company plc partners with mcash to offer digitalized know more URL
1.15990579916807E+018,life during the ancient times of king kashyapa now with collaboration with mobitel you wont URL
1.15908242486687E+018,customers can purchase tickets for their favourite movies and events on bookmyshow using their mobile URL
1.15823855205816E+018,to maduni malika paris from katana who is the first quarter winner of mobitel cash bonanza URL
1.15716133134824E+018,each download of the song you help us in the fight against depression you can URL
1.1561695666592E+018,your way into free data mobitelsrilanka freedata URL
1.15605936717685E+018,your connections mobitelsrilanka techwithmobitel URL
1.15533459725056E+018,new tech will truly blow your socks know more URL URL
1.15460983395555E+018,unveils the first foldable know more visit URL URL
1.15429744373269E+018,best keeps getting bigger better with mobitel rewards earn points and redeem them when you settle your URL
1.15429702585838E+018,topup URL
1.15413197276523E+018,journey with mobitel is now being rewarded for your continuous loyalty we present you with attractive URL
1.1536023862015E+018,to the winners of the mercantile rugby sevens mobile partner URL
1.15316881608124E+018,mercantile rugby day mobile partner mobitel mobitelsrilanka mercantilerugbysevens URL
1.15316026863096E+018,one do you use comment your answer below mobitelsrilanka techwithmobitel URL
1.15291540018039E+018,gives you the most data at the best rate with of bonus data.for more info URL URL
1.1522881565882E+018,rewards rewards URL
1.15228709363436E+018,ready to begin a truly rewarding journey with bigger and better benefits awaiting you at every step of the URL
1.15218758188025E+018,galaxy a80 worlds rotating triple camera with megapixels smartphone from the fastest URL
1.15207311685349E+018,can now download from new music know more URL URL
1.15134833613965E+018,below with which phone would you chose for the best camers mobitelsrilanka techwithmobitel URL
1.15097084689222E+018,for online talent star are now closed thank you for your entries stay tuned for more URL
1.15097084583521E+018,days more to mercantile rugby sevens.official mobile partner mobitel mobitelsrilanka URL
1.1506235596493E+018,printers build items not of plastic but of know more visit URL URL
1.15027205332647E+018,a little more of what you should know about this cricket star mobitelsrilanka URL
1.15024605332259E+018,and win with mobitel click URL to predict and stand a chance to your URL
1.15006709111593E+018,will take the cup home predict the winners and win URL URL
1.14997371695402E+018,we care a concert to raise funds for the victims and families of the easter sunday bombings featuring URL
1.14890359059091E+018,bank of sri lanka finance plc comes on board the mcash platform to offer greater customer URL
1.14881870586386E+018,we careconcert to raise funds for the victims and families of the easter sunday bombings featuring the URL
1.14673849137356E+018,cash bonanza carnival for june delights residents of know more URL URL
1.14575575078379E+018,to our lions on their amazing win mobitelsrilanka cricketwithmobitel URL
1.14562199140938E+018,talks sri lanka v west indies jul URL
1.14482534176619E+018,you favorite camera design comment your answer below mobitelsrilanka techwithmobitel URL
1.14479514893883E+018,more day to show the world your talent get your entries close on the of june URL
1.14479514359109E+018,mobitelonlinetalentstar URL
1.14467439583689E+018,unlimited fun with datamart for more details visit URL or download the datamart URL
1.14457873766257E+018,the live screening of the world cup matches at poolside terrace cinnamon lakeside powered by URL
1.14448489401523E+018,hello thank you for providing details we will check on this matter
1.14448443962116E+018,hello we sincerely apologize for the inconvenience caused could you kindly provide your mobitel URL
1.14447068284087E+018,win game URL click URL
1.14446296823663E+018,post office to testdrive autonomous know more URL URL
1.14446296494407E+018,more days to show the world your talent get your entries close on the of june URL
1.14416134876852E+018,hello we sincerely apologize for the inconvenience caused could you kindly provide your mobitel number URL
1.14390840667726E+018,silva the first driver in sri lankan history to win all supercross events in a season URL
1.14373818725425E+018,kind of gamer are us know in the comments below mobitelsrilanka techwithmobitel URL
1.14337579539992E+018,you say yay or nay to the headphone below mobitelsrilanka techwithmobitel URL
1.14306979023322E+018,get stuck offline stay online with mobitel data dial to activate.more URL
1.14306952272474E+018,data data URL
1.14271395475546E+018,latest csr project provides bus shelters in rural know more visit URL URL
1.14271272290094E+018,acquires majority stake in m3force to spearhead integrated and intelligent security solutions to know URL
1.1426510155751E+018,usbc batteries can keep your laptop charged to know more visit URL URL
1.14250091603087E+018,
1.14250052337277E+018,USER_MENTION hello we sincerely apologize for the inconvenience caused could you kindly URL
1.14233199246317E+018,is what true happiness feels like congratulations to our lions on their amazing win URL
1.14228863067906E+018,zenfone has topnotch specs and no notch thanks to a fliptop know more URL
1.14228862621629E+018,download mobitel mtune URL
1.14193282417538E+018,and win with mobitel click URL to predict and stand a chance to win share your URL
1.14131220335146E+018,world cup take your excitement to next level with mobitel vr cricket challenge and play cricket in URL
1.1412845247327E+018,and win with mobitel click URL to predict and stand a chance to win amazing URL
1.14089497265011E+018,business solutions.providing business agility and tailor made solutions for to enhance URL
1.14089144600804E+018,introduces sri first artificial intelligence based more details URL
1.14052873046246E+018,USER_MENTION hnb finance enables utility other bill payments for customers via mcash billing platform.to know more visit URL
1.14026786853535E+018,day to all the amazing dads out there mobitelsrilanka fathersday URL
1.140166026321E+018,your unity and light up sri lanka visit URL to join a united sri lanka this URL
1.14006899754059E+018,mobitelsrilanka posonpoya srilanka URL
1.1395465986256E+018,voice call in south asia another first from mobitel on path URL
1.13872884805539E+018,sports awards press conference URL
1.13831751196178E+018,hadawathinmasrilankikai URL
1.13792687407038E+018,mobitel URL
1.13776308372668E+018,becomes the first and fastest in south know more simply visit URL URL
1.13772687442183E+018,hi amalan apologize for delay in responding to your tweet yes you have mb data balance
1.13700947229805E+018,for the the first time in south asia mobile speeds more than gbps from the fastest mobile URL
1.13687404341031E+018,becomes the first mobile network in south asia to be recognized by ookla URL
1.13687139244654E+018,USER_MENTION several additions this week in the maps prerelease category personal in argentina mobitel in sri lanka advanced
1.13660356950592E+018,joins gsma apac iot partnership programme to know more simply visit URL URL
1.13651470101203E+018,partners m3force to launch largest monitoring and response mnr center in sri know more URL
1.13619976183536E+018,you and your family eid mubarak URL
1.1359792166656E+018,getting faster and faster highestsmartphonespeed URL
1.13576566610609E+018,takes you back in time to relive the greatest moments of the world cup URL
1.13504087567806E+018,a little more of what you should know about this cricket star cricketwithmobitel URL
1.13501068803485E+018,USER_MENTION URL
1.13471637170134E+018,fan talks channel eye fb live URL
