id,tweet
1.22654304752308E+018,hi kindly note that the packages are designed under the approval of trcsl however we thank you for URL
1.22648908424115E+018,could you dm us the relevant connection number in order to check on this
1.22646692678155E+018,hi shifan appologies for any inconvenience caused appreciate if you could use the given ussd code URL
1.22645936798735E+018,hi ruzaik sorry for the inconvenience caused please share your connection number and the screen shot URL
1.22638659763088E+018,hi there please let us know your concerns for us to have you assisted
1.2262167307264E+018,hi azeem note that the mentioned is not supported hence the lte model is not
1.22620553477423E+018,hi nasheeth connection URL
1.22616014454908E+018,appreciate if you could dm us with the relevant connection number
1.22615607491232E+018,hi appreciate if you could elaborate further on your concern for better assistance
1.22614107195827E+018,hi azeem please be informed that we only have the wifi version at
1.2261214121146E+018,nic number
1.22611912223011E+018,complaint reference number connection number
1.22609627462307E+018,hi nasheeth URL
1.22609081212098E+018,kindly use the below methodvia sms to for dialog mobile users foc for URL
1.22608168561749E+018,hi kindly note your concern is not clear
1.22606894287312E+018,hi we are so sorry to hear this pls dm us the connection details for us to check and have you assisted on this
1.22602567923137E+018,please note that we are unable to confirm however please be assured that they will get back to you URL
1.22602161292911E+018,hi malcolm apologies for any inconvenience caused kindly note that we have passed this to the URL
1.22601356114469E+018,EMO_POS
1.22601119375788E+018,hi amila we already replies to the customer
1.22600849608636E+018,hi dialog tv connection URL
1.22577653416372E+018,provide us with your relevant connection number and registered nic number via dm as we will block the URL
1.22577653318226E+018,if these calls are irrelevant you may block the numbers from the given method below.to block promos URL
1.22577653216309E+018,hi vithushaan as a leading and responsible telecommunication provider in sri lanka we maintain a URL
1.22559896616067E+018,hey there let us know your primary connection number mydialog app version and mobile device model URL
1.22554348278741E+018,USER_MENTION hi we will pass the same down to the relevant EMO_POS
1.22553454704923E+018,hi saiyaff appreciate if you could check the same after the mentioned time period to avoid any issues
1.22547331357038E+018,hi milan obage suggestion ekata sthuthi apa meya adala anshya wetha danum dennemu
1.22542527729314E+018,rental balance URL
1.22542527618998E+018,hi viraj recharge URL
1.22541056501268E+018,recharge connection update URL
1.22541056394732E+018,hi viraj feedback URL
1.22536954226172E+018,hi malcolm we apologise for the inconvenience caused by the delay appreciate if you could please let URL
1.22533083141948E+018,hi seni
1.22532789212667E+018,hi seni yes you can call and make train reservation
1.2252492171632E+018,can you share your connection details via dm to check on this concern
1.22507052829951E+018,hi appreciate if you could let us know if you downloaded the videos form the app to the device or you URL
1.22495224130561E+018,hi kindly accept our apologies for the inconvenience caused we informed respective team to get in URL
1.22493871253191E+018,you are most welcome EMO_POS
1.22493811920994E+018,address to proceed
1.22493811801028E+018,hi malintha please send us a written request letter bearing the signature of the connection holder URL
1.22480780448306E+018,appreciaate if you could provide the above requested details for us to check on the same
1.22478380878594E+018,as mentioned above if you could share the relevant connection details with us we will be able to assist you accordingly
1.22476260205787E+018,hi nuzrad if you are facing any issues regarding your internet connection kindly forward us your URL
1.22473666712428E+018,appreciate if you could share with us any avilable complaint reference numbers to check on the same URL
1.22473500212406E+018,hi rimzan if you have any concern regarding a dialog product or service please do let us know of URL
1.22466631449886E+018,hi yasiru appreciate if you could please share with us the relevant connection number to check and assist accordingly
1.22463110985984E+018,thank you EMO_POS
1.22462399233148E+018,hi rasika december month bonus data free data
1.22461880122598E+018,kindly let us know your connection number contact number and the router located address via dm URL
1.22458171150321E+018,hi can you please share the doctor name or customers appointment reference number
1.22455352222781E+018,thank you for the details provided
1.22455180870777E+018,hi package
1.22454872876331E+018,hi after package next package is refer this link for more information URL
1.2245439661562E+018,us celebrate the anniversary of sri national independence with pride URL
1.22452104455753E+018,hi v i s h w a do you need our assistance
1.22449181534635E+018,could you please dm us your connection number and a contact number
1.224364190217E+018,hi munza please accept our apologies for any inconvenience kindly dm your connection number location URL
1.22434551112732E+018,please dm us the relevant connection number device model and the location details in order to URL
1.22434221744944E+018,hi kindly share with us whether the issue you are experiencing is with regards to URL
1.22425852239064E+018,please refer the following link for more information regarding the available postpaid packages URL
1.22425301166238E+018,that depends on the package that you
1.2242516823575E+018,yes we could assist you with regards to the same hence much appreciate if you could dm us the URL
1.22423965192755E+018,appreciate if you could dm us the connection number location details with the phone model so that URL
1.22423586994878E+018,daily rental rs taxes the following offer is for a perday tv connection and not a postpaid
1.22423586897159E+018,compared to standard offer channels free for days customer can enjoy all URL
1.22423586801102E+018,please note that the above nic number has the following dialog tv offer which can be purchased URL
1.22423366336747E+018,hi sorry for the delay could you please share your dtv number i can check on the the process EMO_POS
1.2242288840964E+018,appreciate if you could dm the exact nic number as the above mentioned nic number does not have a dialog tv
1.22422779148867E+018,hi anushan sorry for any inconvenience caused but please let us know whether youre you referring URL
1.22422503973152E+018,hi appreciate if you could let us know if the following connection is required for a
1.22419861281037E+018,disconnection EMO_NEG please let me know if this is a temporary or a permanent disconnection
1.22419861177865E+018,oh please accept my apologies for the inconvenience caused if you would like i can help you to check URL
1.22419533693319E+018,hi may i know the reason may be i can assist you if there is any issue
1.22388495167177E+018,reference number URL
1.22385755046411E+018,hi anushka kindly note that you need to visit to the nearest mticketing enabled station prior to one day
1.22385713445623E+018,hi sandun home URL
1.22366148278266E+018,URL
1.2236601013173E+018,hi ishara URL
1.22364001569308E+018,hi malith please dm us your connection number and nic number in order to check and assist you on the same
1.22356196891052E+018,kindly note that we have escalated this to the relevant authorities they are already checking with URL
1.22355488235714E+018,hi shehan apologies for any inconvenience caused appreciate if you could please let us know the URL
1.22343181648235E+018,hi we are extremely sorry for the difficulty you are facing kindly let us know your connection URL
1.22330779463752E+018,hi omar kindly share your connection number and nic via dm to check and assist you on the
1.22329669306572E+018,hi we have lodged a service request with regards to your inquiry under reference number URL
1.22329354075268E+018,hi apologies for the inconvenience caused hope you are referring to a signal issue on your URL
1.22328505646E+018,appreciate if you could dm your connection number location details and a contact number of yours URL
1.22328420392151E+018,hi seni appreciate if you could let us know if you are facing the following signal issue on your URL
1.22327633630486E+018,kindly visit the link below to get details on the same URL
1.22327107586739E+018,you currently are a club vision red member EMO_POS
1.22325985308434E+018,to ourlions on winning the test series during the sri lanka tour of URL
1.22324298617736E+018,hi indika please do inbox us your connection number to check on the same
1.2232196056673E+018,hi chandana apologies if any inconvenience was caused kindly note that our team will rectify the same asap
1.2231841457461E+018,watch tells time among other things stay tuned for the apple watch series coming soon to URL
1.22312546856975E+018,hi ransara apologies if any inconvenience caused kindly share your location details and your device URL
1.22311871408772E+018,hi could you please dm the connection number and the device details to check on this please
1.22311692420621E+018,the shape of the future globally february am sri lanka URL
1.2230993739716E+018,hi you can reach us via if not you can always let us know your concern via dm we would be happy URL
1.22296046461688E+018,hi maria apologies for the inconvenience caused appreciate if you could dm your connection URL
1.22295628965282E+018,hi
1.2229304596147E+018,hi connection nic dm
1.22289644696324E+018,hi kindly elaborate on your concern to check and assist you accordingly EMO_POS
1.222866399842E+018,hi rumesh concern raise URL
1.22283983703363E+018,hi rumesh buffer free experience videos recommend URL
1.22283891774705E+018,hi hatem kindly dm us your relevant connection details in order to check and assist you on the same
1.22279254399958E+018,hi kindly note that we have now responded to your dm on the said issue
1.22278703798995E+018,we do understand your concern appreciate if you can share your contact number via dm so we can get in touch with you
1.22278256999076E+018,hi we sincerely apologize for the difficulty you experienced please do share your connection number URL
1.22276765472279E+018,hi kalpa we have replied to your dm on the same
1.22274145366074E+018,appreciate if you could dm us the below requested details in order to assist mobile URL
1.22273306030892E+018,hi nathan sorry for any inconvenience caused but please let us know whether youre referring to URL
1.22273283225207E+018,hi sathish appreciate if you could please elaborate more on your concern for us the check and assist accordingly
1.22267919355476E+018,appreciate if you could uninstall the app and reinstall it
1.22258497151852E+018,hi pelase note that we have replied your dms
1.22257309183187E+018,hi please share your relevant connection number or complaint reference numbers via dm to check and URL
1.22256336142833E+018,hi mafaz kindly share your connection details via dm to check and assist you on the same
1.22251779576789E+018,hi please note that the speed may depend on the resource availability eg number of users URL
1.22251443321534E+018,hi buffer free experience ekak sandaha apa p recommend karannemu
1.2225130325905E+018,youtube unlimited youtube URL
1.22248661366359E+018,hi chamikara please note that you must select resolution for a buffer free experience
1.22248651292901E+018,hi kalpa apologies for the delay caused please let us know whether you have updated the app to the URL
1.22248594385841E+018,charge depends on visit the link below to check on the channel URL
1.22248594276371E+018,hi sarahxm hope you are referring to sachet channels please follow the sms method below for the URL
1.22203377764545E+018,hi we are really sorry for the inconvenience which has caused to you appreciate if you could dm us URL
1.22187756307476E+018,hi dhammika apologies for the inconvenience please dm the relevant connection details and the URL
1.22176356352365E+018,hi please note that the recommended quality is please refer the below article to get to URL
1.22174271305959E+018,hi sanka this is a network issue so we cannot confirm a exact date
1.22173858306685E+018,hi sanka hope your concern is resolved
1.22173504214313E+018,the complaint has been closed since our team is working to improve the coverage and data speed of your area
1.22173427405284E+018,hope youve already complaint with regards to the same under the reference number is it the same concern
1.22172667572308E+018,kindlu dm us the connection details to assist you
1.22172443261767E+018,hi sanka are you referring to mobile broadband or home broadband
1.22172374703352E+018,youre welcome
1.22172308380495E+018,hi ahamed kindly connect with our ideamart facebook page via below link URL
1.221721868736E+018,hi maria in order to check and assist you please dm us the connection number location and the URL
1.22163238987882E+018,hi there pls dm us the connection details location a contact number for us to check and have you assisted
1.22147180777513E+018,hi kindly share your relevant connection number nic your address device model and an alternate URL
1.22142787010026E+018,hi nafeesmn could you kindly inbox us your connection number to check on the above
1.22134352240357E+018,hi dilum please dm us your connection number and the nic number to check and assist you
1.22125072235388E+018,we have passed this to the relevant our team will check this and assist you on the same
1.22123097224878E+018,please note that a complaint is been lodged already on to this no as our URL
1.22113811640632E+018,hi kindly do let us know whether you are facing the same with mobile broadband or home broadband
1.2211349409449E+018,hi sumran kindly note that the details of the package is mentioned at our official page please visit URL
1.22112911077852E+018,please do dm us your relevant connection number with the mobile device model details as we will check on the smae
1.22110658134302E+018,hi mohamed akeel kindly note that you must stream via p for a buffer free experience
1.2210372215932E+018,kindly share your connection details and location details via dm to check and assist on the same
1.22103468286061E+018,hi are you referring to mobile broadband or home broadband please
1.22101552894233E+018,your complain has escalate to relevant division reference
1.2210150191959E+018,your complain has escalate to relevant division reference
1.22101071874672E+018,hi dulaj inform
1.22100394600693E+018,hi siduvu apahasuthawayata samawanna apa obage gataluwa sandaha reference anka URL
1.22097643085259E+018,numbers only sending party will get charged standard sms charges and forwarding party will URL
1.22097642995493E+018,kindly note that the only possible activation methods are shown dial URL
1.22097247312829E+018,addressing with regards to the sms forwarding issue kindly suggest the sms divert method where URL
1.22096810102357E+018,URL to make your payments on the same
1.22096810001686E+018,hi eranga apologies for any inconveniences caused appreciate if you could please dm us a URL
1.22090776794024E+018,update at your earliest appreciate if you could please bear with us on the same
1.22090776705105E+018,hi rifak apologies for the inconvenience caused with regards to this kindly note that we have URL
1.22087614827334E+018,if so please do dm us your relevant connection number and when did you check on it and saw the same as URL
1.22086856149897E+018,kindly do note that we do evaluate points from december november
1.2207659286081E+018,hi rumman note that the period which was taken into consideration is not for months we have URL
1.22076372821336E+018,please do note the conversation thread we do have at the moment does not any such URL
1.22075420470223E+018,hi sara kindly dm us the relevant connection details to check on the above
1.22075336076628E+018,hi apologies for the inconvenience as mentioned the complaint has been assigned to the URL
1.22074221937365E+018,hi mauzoom accept our apologies if you have faced any inconvenience please feel free to inform us URL
1.22073562007679E+018,hi note that the complaint has been assigned to the relevant division the team will check and URL
1.22070736690942E+018,hi please accept our apologies for any inconvenience caused appreciate if you could let us URL
1.22063302862141E+018,hi this match will be broadcasting on star sports star sports hd EMO_POS
1.220613379792E+018,apologies for the inconvenience caused we would appreciated if you could let us know after which step URL
1.22058807073675E+018,outstanding on or before the given due date for that particular month to avoid
1.22058806983489E+018,hi there please note that there are two methods which your connection can be disconnected URL
1.22055810591592E+018,appreciate if you could dm us the requested details if the same persists in order to assist you EMO_POS
1.22055609450803E+018,concerns and we will be happy to assist you
1.2205560936231E+018,is in active status and the payment has been made to the same hope you were able to make the payments URL
1.22055609209211E+018,hi kasun please accept our apologies inconvenience caused hope you are referring to the same URL
1.22037625331795E+018,higher no additional data charges will be incurred however the buffer free experience will differ URL
1.22037625211005E+018,hi muhammad please be informed that the dialog video blaster package is designed to offer URL
1.22036176932929E+018,to ourlions on their victory against zimbabwe in their test match during the sri lanka tour URL
1.22035154407334E+018,location and device details
1.22035154317152E+018,hi roy kindly note that the connection speed depends on certain aspects such as the coverage in URL
1.22032538528143E+018,hi kindly note that the details are readily available on our website for all our customers and also URL
1.22030140828677E+018,the same
1.22030140726326E+018,as informed earlier the loyalty programme is designed by dialog itself to provide additional benefits URL
1.22027136037255E+018,hi gopikrishna in order to use youtube unlimited package standard definition but if you URL
1.22026961816771E+018,hi rukshan yes youtube is unlimited if you activate the package but the dedicated quality of the URL
1.22025866415562E+018,your complain has escalate to relevant division reference
1.22024553545987E+018,URL
1.22024553449927E+018,hi rumman kindly note that our loyalty programme is an internal programme which we carry out to URL
1.22023615143861E+018,effective december we apologies for any inconvenience customer please be URL
1.22023615042364E+018,delay replacement URL
1.22017925059199E+018,hi connection number location contact number dm
1.2201585076028E+018,hi nehavarshney please check dm
1.22002228174276E+018,please dm the relevant connection details to check and assist
1.22002228066483E+018,note that the mentioned connections may have been disconnected due to incomplete ownership URL
1.22002227966246E+018,hi nehavarshney apologies for the inconvenience we would like to keep you informed that the URL
1.22001977780618E+018,hi udana appreciate if you could dm your connection number location details and a contact number URL
1.22001728237151E+018,hi kindly dm your connection number location details and a contact number of yours to check and assist you on the same
1.21988358722014E+018,again we are sorry you had to go through this difficulty i would be happy to assist you on the concern URL
1.21988021623291E+018,hi we sincerely apologize of the experience you had we are glad that you reached us via twitter let URL
1.21986929569553E+018,we wish to inform you that your concern is sorted
1.21985078210898E+018,you the assistance with a solution for which occurred
1.21985078067873E+018,hi were really sorry for the inconvenience caused but we wish to inform you that you may easily and URL
1.21981715495622E+018,hi shehan please accept our apologies with regards to the complaint appreciate if you could dm us only the nic number
1.21980422891652E+018,replied to your dm EMO_POS
1.2198018583547E+018,hi inshaf were really sorry for the inconvenience caused kindly dm us the connection number URL
1.21979975015064E+018,hi thank you for sharing the screenshots appreciate if you can share the requested details via dm URL
1.21966665207531E+018,if any inconvenience caused and please let us know a a convenient time you may be contacted for us to URL
1.21966664884995E+018,hi thamuru we are extremely sorry for the delay caused so far kindly note that a complaint was been URL
1.21961611553135E+018,hi could you please dm the dtv connection which you have added to the viu app to check on this
1.21960805301797E+018,hi dave please let us know the exact offer that you are referring to along with the relevant URL
1.21952442954748E+018,hi nishard weve replied EMO_POS
1.21948040598175E+018,hi sharon kindly dm us the relevant connection number to check and assist
1.21933709959121E+018,hi amra please dm us the referring connection number reachable contact number device details and URL
1.21930650062945E+018,kindly allow us some time we will check on this and revert asap
1.21930364026085E+018,hi iffath a complaint has been lodged on your concern under one of our team URL
1.21926481644091E+018,hi the mentioned match is not telecasted on mytv
1.21925043099739E+018,hi dulanjaya please accept our apologies for any inconvenience caused appreciate if you could let URL
1.2192482919023E+018,hi gishan dialog television
1.21924711022853E+018,hi kalinga please note that you have to send the following sms to to
1.21923108100367E+018,hi vithushaan kindly note that roaming has been successfully activated appreciate if the device URL
1.2192216324238E+018,hi we have lodged a complaint on your concern under ref one of our team members URL
1.21919372723689E+018,hi sorry if you had to face any bad experience from our side could you please share your token URL
1.21914460546103E+018,hi nisala sorry it may not be possible to borrow a router to check the coverage but you can check URL
1.21911209359874E+018,hi home broadband mobile broadband
1.21898248322153E+018,hi apologies for the inconvenience caused kindly share your relevant connection number nic URL
1.21894552737251E+018,please do dm us the relevant details to assist you on the same
1.21894471909238E+018,hi the same can not be managed via the mydialogapp however if you are facing such an issue URL
1.21892251089448E+018,hi eranga how can we assist you please
1.21887040138586E+018,hi zayeem we appreciate your suggesstion well relay the same to the relavant teams
1.21886401347339E+018,hi deliver URL
1.21886388705287E+018,hi janu signal URL
1.21882117190443E+018,hi sheen we do apologize for the delay we wish to inform you that our team would visit your URL
1.21881159577998E+018,hi themiya channel line up channel
1.21881084306593E+018,hi please note that we do not telecast the zim vs sl matches on dialog tv
1.21880781510978E+018,hi check connection number location details contact number URL
1.21880570035856E+018,hi sandun we regret to inform you that any of the available channels are not broadcasting both tournaments
1.21876229295701E+018,hi dialog tv telecast
1.21875437818371E+018,hey sorry obata router eka replace karaganimata page outlet ekak wetha yamata siduwanu atha
