id,tweet
1.23074525202304e+18,hi im_muba we extremely sorry for the inconvenience caused we checked with the relevant team your URL
1.2307444776958e+18,weve informed the relevant supervisor and youll be receiving an email via serviceUSER_MENTION URL
1.23068430642883e+18,hi we are sorry if you had to face any difficulties could please let me know how i can assist you
1.23056360656921e+18,hi please be informed that there is currently a system maintenance occuring which might be causing the URL
1.23051254312014e+18,hi azaff the reason for the channel being blocked during the match time is due to the URL
1.23050292580764e+18,hi zalmi kindly share your connection number via dm to check and assist on the same
1.23046110031293e+18,hi please accept our apologies and were checking on your concern which is related to payment one of URL
1.23035852730844e+18,you are most welcome
1.23035480640289e+18,thank you so much for sharing the details further to the above our relevant team will be checking URL
1.23034944265986e+18,kindly dm us the below details for us to check and assist accordingly.1 the referred connection URL
1.23033956531706e+18,hi mohammed sabry apologies for the inconvenience caused appreciate if you could please let us know URL
1.23020486313452e+18,hi could you dm the connection number2 current location address device modelin order for us URL
1.23019664497048e+18,hi sumran were sorry for the inconvenience could you let us know whether you are referring to home URL
1.23015586571556e+18,have you been informed about the previous sr please kindly share a image of the router along with a URL
1.2301475358404e+18,are you referring to the same connection number which you have dmd us a month ago
1.23013071276394e+18,hi seni please accept our humble apologies for the inconvenience caused appreciate if you could URL
1.23012668530514e+18,hi harshana appreciate if you could share a screenshot of the mentioned prompt via dm so that we can URL
1.2301108097512e+18,hi ayesha please do accept our sincere apologies if any inconvenience caused with our services URL
1.23005644184903e+18,hi sadaham apologies for the inconvenience caused appreciate if you could dm the relevant URL
1.22999269989539e+18,a computer unlike any computer apple ipad now available at dialog monthly installment plans at URL
1.22976073702069e+18,among the first to own a samsung s20 ultra s20 and s20 from sri no.1 network dialog.available URL
1.22975061259155e+18,we have replied to your dm now EMO_POS
1.22974705128771e+18,hi there pls dm us your connection details for us to check on the possibility let you know
1.22972631328561e+18,hi azeera appreciate if you could dm us the relevant connection number to check on the
1.22968114959893e+18,hi farzan are you browsing internet with wifi or mobile network
1.22963591070421e+18,thank you for the details provided could you please check your dms
1.22962924925194e+18,hope your concern is sorted now EMO_POS
1.2296200109199e+18,hi appreciate if you can share your connection details via dm to check on this concern
1.22945100625947e+18,hi we are sorry if any inconvenience was caused kindly note that as mentioned earlier the deposit URL
1.22943406385075e+18,hi note that your refund request for the mobile connection has been sent to the relevant team and will URL
1.2293733491235e+18,hi dm connection number location details contact number
1.22937117376866e+18,hi chinthaka mobile broadband home broadband
1.22934993294507e+18,hi apologies for the inconvenience caused kindly note that we have escalated this to the relevant URL
1.22920454253912e+18,hi sorry specific method my dialog app usage monitor URL
1.22908426266787e+18,hi if you have faced any inconvenience upon making payments via our payment gateway kindly accept our URL
1.22890173404884e+18,you are most welcome
1.22888236880466e+18,well.please accept our sincere apologies for the inconvenience occurred
1.22888236789024e+18,there is a network interference going on currently in few areas including yours.this interference URL
1.22888158355126e+18,hi please check dm
1.22862458523244e+18,is a bill view machine you can punch the connection number and check the bill balance
1.22849421725471e+18,hi check URL
1.22849358844889e+18,hi check connection details dm URL
1.22839405598761e+18,please note that we have escalated this to the relevant team they will check and make it correct EMO_POS
1.22838502599503e+18,hi shuja we are sorry we are unable to understand your exact concern.appreciate if you can clearly URL
1.22838243452314e+18,hi kindly share your connection number and nic via dm to check and assist you on the
1.22834992192282e+18,connection number dm
1.22832998809047e+18,hi we have informed the relevant team with regards to the same it will be rectified by our team as soon as possible
1.22832360144887e+18,hi noted please forward the connection number and nic along with a contact number of yours via dm
1.22832171643224e+18,hi kindly share your relevant connection number and nic to inform the relevant team with regards to the same
1.22830848146536e+18,hi jalitha appreciate if you could let us know whether you are referring to mobile broadband or URL
1.22803418776618e+18,hi shuja could you please elaborate more on your concern
1.22785041541443e+18,hi roy kindly note that the connection speed depends on certain aspects however appreciate if URL
1.22780329687173e+18,hey could you dm us the relevant connection number in order to check on this
1.22759507098933e+18,thank you for sharing the details note that we have replied you via dm
1.22758982707331e+18,do dm us your connection number as we will check on the same further and let us know on this
1.22752238668319e+18,not a malicious site however weve escalated the concern to the management as well
1.22752238568489e+18,hi fawzan kindly note that the mydialog app has been installed by the agent in order to explain the URL
1.22747289174007e+18,an agent of ours will get back to you asap with regards to this highly appreciate your patience on the same
1.22747243702719e+18,please note that we do not have a feature as such but we dont restrict in receiving smss from other URL
1.22745331125687e+18,hi malcolm we are really sorry for the inconvenience caused apologies for the delay please be URL
1.2272846731828e+18,hi what is the issue you are facing please
1.2272653619276e+18,you are most welcome EMO_POS we value your feedback please take a few minutes to rate our service on URL
1.22719141503531e+18,thanks for the update you are most welcome EMO_POS
1.2271874697765e+18,USER_MENTION hi kindly share your connection details via dm in order to check and assist you on the same
1.22718697678647e+18,appreciated
1.22718697583429e+18,hi malcolm we are really sorry for the inconvenience caused apologies for the delay please be URL
1.22718546908098e+18,hi you can use the below sms method and send to
1.22717121499462e+18,hi sadiq appreciate if you could kindly let us know if you are still experiencing connectivity
1.22711612175043e+18,appreciate if you could share the requested details via twitter dm
1.22711038008378e+18,hi amal data pack active time data usage chargers mention URL
1.22709995016263e+18,we kindly request you to dm the connection number and the device details in order to check and assist you on the same
1.22708378929533e+18,hi abdul coverage connection details URL
1.22690179916207e+18,hope your concern is solved EMO_POS
1.22689964033276e+18,hi appreciate if you could contact our roaming team via roamUSER_MENTION in order to get the assistance on the same
1.2268972150226e+18,this will be sorted asap
1.22688783368157e+18,complain
1.22688078110204e+18,hi namila connection number reachable contact number URL
1.2267876274765e+18,the issue has been sorted out and an sms notification was sent to you appreciate if you URL
1.22678762639869e+18,hi malcom kindly note that the the concern with regards to the complain lodged under reference number URL
1.22673120749018e+18,hi there appreciate if you could dm us the connection number your location and device details URL
1.22667349558686e+18,send to
1.2266734945676e+18,hi rumesh please do apologize us if you faced any inconvenience with the same kindly note that URL
1.22654304752308e+18,hi kindly note that the packages are designed under the approval of trcsl however we thank you for URL
1.22648908424115e+18,could you dm us the relevant connection number in order to check on this
1.22646692678155e+18,hi shifan appologies for any inconvenience caused appreciate if you could use the given ussd code URL
1.22645936798735e+18,hi ruzaik sorry for the inconvenience caused please share your connection number and the screen shot URL
1.22638659763088e+18,hi there please let us know your concerns for us to have you assisted
1.2262167307264e+18,hi azeem note that the mentioned is not supported hence the lte model is not
1.22620553477423e+18,hi nasheeth connection URL
1.22616014454908e+18,appreciate if you could dm us with the relevant connection number
1.22615607491232e+18,hi appreciate if you could elaborate further on your concern for better assistance
1.22614107195827e+18,hi azeem please be informed that we only have the wifi version at
1.22611912223011e+18,complaint reference number connection number
1.22609627462307e+18,hi nasheeth URL
1.22609081212098e+18,kindly use the below methodvia sms to for dialog mobile users foc for URL
1.22608168561749e+18,hi kindly note your concern is not clear
1.22606894287312e+18,hi we are so sorry to hear this pls dm us the connection details for us to check and have you assisted on this
1.22602567923137e+18,please note that we are unable to confirm however please be assured that they will get back to you URL
1.22602161292911e+18,hi malcolm apologies for any inconvenience caused kindly note that we have passed this to the URL
1.22600849608636e+18,hi dialog tv connection URL
1.22577653416372e+18,provide us with your relevant connection number and registered nic number via dm as we will block the URL
1.22577653318226e+18,if these calls are irrelevant you may block the numbers from the given method below.to block promos URL
1.22577653216309e+18,hi vithushaan as a leading and responsible telecommunication provider in sri lanka we maintain a URL
1.22554348278741e+18,USER_MENTION hi we will pass the same down to the relevant EMO_POS
1.22553454704923e+18,hi saiyaff appreciate if you could check the same after the mentioned time period to avoid any issues
1.22547331357038e+18,hi milan obage suggestion ekata sthuthi apa meya adala anshya wetha danum dennemu
1.22542527729314e+18,rental balance URL
1.22542527618998e+18,hi viraj recharge URL
1.22541056501268e+18,recharge connection update URL
1.22541056394732e+18,hi viraj feedback URL
1.22536954226172e+18,hi malcolm we apologise for the inconvenience caused by the delay appreciate if you could please let URL
1.22533083141948e+18,hi seni
1.22532789212667e+18,hi seni yes you can call and make train reservation
1.2252492171632e+18,can you share your connection details via dm to check on this concern
1.22507052829951e+18,hi appreciate if you could let us know if you downloaded the videos form the app to the device or you URL
1.22493871253191e+18,you are most welcome EMO_POS
1.22480780448306e+18,appreciaate if you could provide the above requested details for us to check on the same
1.22478380878594e+18,as mentioned above if you could share the relevant connection details with us we will be able to assist you accordingly
1.22476260205787e+18,hi nuzrad if you are facing any issues regarding your internet connection kindly forward us your URL
1.22473666712428e+18,appreciate if you could share with us any avilable complaint reference numbers to check on the same URL
1.22473500212406e+18,hi rimzan if you have any concern regarding a dialog product or service please do let us know of URL
1.22466631449886e+18,hi yasiru appreciate if you could please share with us the relevant connection number to check and assist accordingly
1.22463110985984e+18,thank you EMO_POS
1.22458171150321e+18,hi can you please share the doctor name or customers appointment reference number
1.22455180870777e+18,hi package
1.2245439661562e+18,us celebrate the anniversary of sri national independence with pride URL
1.22449181534635e+18,could you please dm us your connection number and a contact number
1.224364190217e+18,hi munza please accept our apologies for any inconvenience kindly dm your connection number location URL
1.22434551112732e+18,please dm us the relevant connection number device model and the location details in order to URL
1.22434221744944e+18,hi kindly share with us whether the issue you are experiencing is with regards to URL
1.22425852239064e+18,please refer the following link for more information regarding the available postpaid packages URL
1.22425301166238e+18,that depends on the package that you
1.2242516823575e+18,yes we could assist you with regards to the same hence much appreciate if you could dm us the URL
1.22423586897159e+18,compared to standard offer channels free for days customer can enjoy all URL
1.22423586801102e+18,please note that the above nic number has the following dialog tv offer which can be purchased URL
1.2242288840964e+18,appreciate if you could dm the exact nic number as the above mentioned nic number does not have a dialog tv
1.22422779148867e+18,hi anushan sorry for any inconvenience caused but please let us know whether youre you referring URL
1.22419861177865e+18,oh please accept my apologies for the inconvenience caused if you would like i can help you to check URL
1.22419533693319e+18,hi may i know the reason may be i can assist you if there is any issue
1.22385755046411e+18,hi anushka kindly note that you need to visit to the nearest mticketing enabled station prior to one day
1.22385713445623e+18,hi sandun home URL
1.22366148278266e+18,URL
1.2236601013173e+18,hi ishara URL
1.22356196891052e+18,kindly note that we have escalated this to the relevant authorities they are already checking with URL
1.22355488235714e+18,hi shehan apologies for any inconvenience caused appreciate if you could please let us know the URL
1.22343181648235e+18,hi we are extremely sorry for the difficulty you are facing kindly let us know your connection URL
1.22330779463752e+18,hi omar kindly share your connection number and nic via dm to check and assist you on the
1.22329669306572e+18,hi we have lodged a service request with regards to your inquiry under reference number URL
1.22329354075268e+18,hi apologies for the inconvenience caused hope you are referring to a signal issue on your URL
1.22328420392151e+18,hi seni appreciate if you could let us know if you are facing the following signal issue on your URL
1.22327633630486e+18,kindly visit the link below to get details on the same URL
1.22327107586739e+18,you currently are a club vision red member EMO_POS
1.22325985308434e+18,to ourlions on winning the test series during the sri lanka tour of URL
1.22324298617736e+18,hi indika please do inbox us your connection number to check on the same
1.2232196056673e+18,hi chandana apologies if any inconvenience was caused kindly note that our team will rectify the same asap
1.2231841457461e+18,watch tells time among other things stay tuned for the apple watch series coming soon to URL
1.22312546856975e+18,hi ransara apologies if any inconvenience caused kindly share your location details and your device URL
1.22311692420621e+18,the shape of the future globally february am sri lanka URL
1.2230993739716e+18,hi you can reach us via if not you can always let us know your concern via dm we would be happy URL
1.22295628965282e+18,hi
1.222866399842e+18,hi rumesh concern raise URL
1.22283983703363e+18,hi rumesh buffer free experience videos recommend URL
1.22283891774705e+18,hi hatem kindly dm us your relevant connection details in order to check and assist you on the same
1.22279254399958e+18,hi kindly note that we have now responded to your dm on the said issue
1.22278256999076e+18,hi we sincerely apologize for the difficulty you experienced please do share your connection number URL
1.22276765472279e+18,hi kalpa we have replied to your dm on the same
1.22274145366074e+18,appreciate if you could dm us the below requested details in order to assist mobile URL
1.22273306030892e+18,hi nathan sorry for any inconvenience caused but please let us know whether youre referring to URL
1.22273283225207e+18,hi sathish appreciate if you could please elaborate more on your concern for us the check and assist accordingly
1.22267919355476e+18,appreciate if you could uninstall the app and reinstall it
1.22256336142833e+18,hi mafaz kindly share your connection details via dm to check and assist you on the same
1.22251443321534e+18,hi buffer free experience ekak sandaha apa p recommend karannemu
1.2225130325905e+18,youtube unlimited youtube URL
1.22248661366359e+18,hi chamikara please note that you must select resolution for a buffer free experience
1.22248651292901e+18,hi kalpa apologies for the delay caused please let us know whether you have updated the app to the URL
1.22248594385841e+18,charge depends on visit the link below to check on the channel URL
1.22248594276371e+18,hi sarahxm hope you are referring to sachet channels please follow the sms method below for the URL
1.22203377764545e+18,hi we are really sorry for the inconvenience which has caused to you appreciate if you could dm us URL
1.22187756307476e+18,hi dhammika apologies for the inconvenience please dm the relevant connection details and the URL
1.22176356352365e+18,hi please note that the recommended quality is please refer the below article to get to URL
1.22173858306685e+18,hi sanka hope your concern is resolved
1.22173504214313e+18,the complaint has been closed since our team is working to improve the coverage and data speed of your area
1.22173427405284e+18,hope youve already complaint with regards to the same under the reference number is it the same concern
1.22172667572308e+18,kindlu dm us the connection details to assist you
1.22172443261767e+18,hi sanka are you referring to mobile broadband or home broadband
1.22172374703352e+18,youre welcome
1.22172308380495e+18,hi ahamed kindly connect with our ideamart facebook page via below link URL
1.221721868736e+18,hi maria in order to check and assist you please dm us the connection number location and the URL
1.22163238987882e+18,hi there pls dm us the connection details location a contact number for us to check and have you assisted
1.22147180777513e+18,hi kindly share your relevant connection number nic your address device model and an alternate URL
1.22142787010026e+18,hi nafeesmn could you kindly inbox us your connection number to check on the above
1.22134352240357e+18,hi dilum please dm us your connection number and the nic number to check and assist you
1.22125072235388e+18,we have passed this to the relevant our team will check this and assist you on the same
1.22113811640632e+18,hi kindly do let us know whether you are facing the same with mobile broadband or home broadband
1.2211349409449e+18,hi sumran kindly note that the details of the package is mentioned at our official page please visit URL
1.22112911077852e+18,please do dm us your relevant connection number with the mobile device model details as we will check on the smae
1.2210372215932e+18,kindly share your connection details and location details via dm to check and assist on the same
1.22103468286061e+18,hi are you referring to mobile broadband or home broadband please
1.22101552894233e+18,your complain has escalate to relevant division reference
1.22101071874672e+18,hi dulaj inform
1.22100394600693e+18,hi siduvu apahasuthawayata samawanna apa obage gataluwa sandaha reference anka URL
1.22097643085259e+18,numbers only sending party will get charged standard sms charges and forwarding party will URL
1.22097642995493e+18,kindly note that the only possible activation methods are shown dial URL
1.22097247312829e+18,addressing with regards to the sms forwarding issue kindly suggest the sms divert method where URL
1.22096810001686e+18,hi eranga apologies for any inconveniences caused appreciate if you could please dm us a URL
1.22090776705105e+18,hi rifak apologies for the inconvenience caused with regards to this kindly note that we have URL
1.22087614827334e+18,if so please do dm us your relevant connection number and when did you check on it and saw the same as URL
1.22086856149897e+18,kindly do note that we do evaluate points from december november
1.2207659286081e+18,hi rumman note that the period which was taken into consideration is not for months we have URL
1.22075420470223e+18,hi sara kindly dm us the relevant connection details to check on the above
1.22074221937365e+18,hi mauzoom accept our apologies if you have faced any inconvenience please feel free to inform us URL
1.22073562007679e+18,hi note that the complaint has been assigned to the relevant division the team will check and URL
1.22063302862141e+18,hi this match will be broadcasting on star sports star sports hd EMO_POS
1.220613379792e+18,apologies for the inconvenience caused we would appreciated if you could let us know after which step URL
1.22058807073675e+18,outstanding on or before the given due date for that particular month to avoid
1.22055609450803e+18,concerns and we will be happy to assist you
1.2205560936231e+18,is in active status and the payment has been made to the same hope you were able to make the payments URL
1.22055609209211e+18,hi kasun please accept our apologies inconvenience caused hope you are referring to the same URL
1.22037625331795e+18,higher no additional data charges will be incurred however the buffer free experience will differ URL
1.22037625211005e+18,hi muhammad please be informed that the dialog video blaster package is designed to offer URL
1.22036176932929e+18,to ourlions on their victory against zimbabwe in their test match during the sri lanka tour URL
1.22035154407334e+18,location and device details
1.22035154317152e+18,hi roy kindly note that the connection speed depends on certain aspects such as the coverage in URL
1.22032538528143e+18,hi kindly note that the details are readily available on our website for all our customers and also URL
1.22030140828677e+18,the same
1.22030140726326e+18,as informed earlier the loyalty programme is designed by dialog itself to provide additional benefits URL
1.22027136037255e+18,hi gopikrishna in order to use youtube unlimited package standard definition but if you URL
1.22026961816771e+18,hi rukshan yes youtube is unlimited if you activate the package but the dedicated quality of the URL
1.22025866415562e+18,your complain has escalate to relevant division reference
1.22024553545987e+18,URL
1.22024553449927e+18,hi rumman kindly note that our loyalty programme is an internal programme which we carry out to URL
1.22023615143861e+18,effective december we apologies for any inconvenience customer please be URL
1.22023615042364e+18,delay replacement URL
1.22002227966246e+18,hi nehavarshney apologies for the inconvenience we would like to keep you informed that the URL
1.22001977780618e+18,hi udana appreciate if you could dm your connection number location details and a contact number URL
1.21988358722014e+18,again we are sorry you had to go through this difficulty i would be happy to assist you on the concern URL
1.21988021623291e+18,hi we sincerely apologize of the experience you had we are glad that you reached us via twitter let URL
1.21986929569553e+18,we wish to inform you that your concern is sorted
1.21985078067873e+18,hi were really sorry for the inconvenience caused but we wish to inform you that you may easily and URL
1.21981715495622e+18,hi shehan please accept our apologies with regards to the complaint appreciate if you could dm us only the nic number
1.21980422891652e+18,replied to your dm EMO_POS
1.2198018583547e+18,hi inshaf were really sorry for the inconvenience caused kindly dm us the connection number URL
1.21979975015064e+18,hi thank you for sharing the screenshots appreciate if you can share the requested details via dm URL
1.21966665207531e+18,if any inconvenience caused and please let us know a a convenient time you may be contacted for us to URL
1.21966664884995e+18,hi thamuru we are extremely sorry for the delay caused so far kindly note that a complaint was been URL
1.21948040598175e+18,hi sharon kindly dm us the relevant connection number to check and assist
1.21933709959121e+18,hi amra please dm us the referring connection number reachable contact number device details and URL
1.21930650062945e+18,kindly allow us some time we will check on this and revert asap
1.21930364026085e+18,hi iffath a complaint has been lodged on your concern under one of our team URL
1.21926481644091e+18,hi the mentioned match is not telecasted on mytv
1.21925043099739e+18,hi dulanjaya please accept our apologies for any inconvenience caused appreciate if you could let URL
1.2192482919023e+18,hi gishan dialog television
1.21924711022853e+18,hi kalinga please note that you have to send the following sms to to
1.2192216324238e+18,hi we have lodged a complaint on your concern under ref one of our team members URL
1.21914460546103e+18,hi nisala sorry it may not be possible to borrow a router to check the coverage but you can check URL
1.21911209359874e+18,hi home broadband mobile broadband
1.21894552737251e+18,please do dm us the relevant details to assist you on the same
1.21892251089448e+18,hi eranga how can we assist you please
1.21887040138586e+18,hi zayeem we appreciate your suggesstion well relay the same to the relavant teams
1.21886401347339e+18,hi deliver URL
1.21886388705287e+18,hi janu signal URL
1.21882117190443e+18,hi sheen we do apologize for the delay we wish to inform you that our team would visit your URL
1.21881159577998e+18,hi themiya channel line up channel
1.21881084306593e+18,hi please note that we do not telecast the zim vs sl matches on dialog tv
1.21880781510978e+18,hi check connection number location details contact number URL
1.21876229295701e+18,hi dialog tv telecast
1.21873026284825e+18,hi irsath EMO_POS
1.21856339958558e+18,hi mobile broadband home broadband
1.21846073492711e+18,hi please dm us the relevant connection number in order to check on this
1.21822483838657e+18,hi kindly dm us your connection details to check and assist on the same
1.21822070717743e+18,you are most
1.2182175111346e+18,hi nisala apologies we do not have the above mentioned ringing tone however you will be able to URL
1.21821469833376e+18,hi chinthana appreciate if you could let us know if you are facing the following signal issue on your URL
1.21820728644066e+18,hi please do try the same after a while and let us know if it works for you
1.21820406621345e+18,inbox reply
1.21819621346557e+18,you are most
1.2181944130144e+18,device link URL
1.21819340423819e+18,apple devices iphone11 pro max xs URL
1.21819098975768e+18,device
1.21818480563397e+18,hi if you had a bad experience with our products or services please do let us know of your concern URL
1.21817542761899e+18,hi we are sorry to hear that you faced such an issue were you given a complaint reference number regarding this please
1.21812705592725e+18,hi video blaster unlimited youtube videos URL
1.21807820171028e+18,hi thimira dm
1.21805387839198e+18,connection number nic number dm
1.21801937188657e+18,hi kindly note that the complaint is in progress and our team will check and have you assisted on this asap
1.217645929614e+18,hi isuru as out team informed can you attach and send as a video for investigation please
1.21762164561726e+18,we have shareable data packages you can get which and be shared between users for rs URL
1.21761800282221e+18,hey very good morning to you too are you a mobile postpaid connection user
1.2176124767806e+18,hi nisala could you let us know whether you are referring to the shareable data packages please
1.21760717705096e+18,hi lee if you are getting any errors while trying utilize the service please dm us a screenshot of URL
1.21754344957608e+18,hi complaint ref num lodge URL
1.21752552483629e+18,hi devin pramadayata samawanna obage complaint eka sandaha apage team eka resolution ekak finalize URL
1.21749938103071e+18,complaint ref num URL
1.21744183866526e+18,hi please note that the gb is for your normal usage apart from the same you can watch you URL
1.217316926827e+18,hey there ifran thank you for bringing this to our attention you can easily check the usage URL
1.21731090617196e+18,EMO_POS
1.21731015196907e+18,URL
1.21713326570805e+18,kindly share a reachable contact number of yours as well appreciate if you could share the same via dm
1.21712259380064e+18,since when did this issue occur for you please
1.21703394972733e+18,hi andrew were really sorry about the inconvenience that youre facing with the coverage of home URL
1.21702439810601e+18,yes you can
1.21695501011583e+18,hey there we are sorry that you are experiencing a signal drop let us know the router located address URL
1.21692711792297e+18,hi kindly note that required to settle the outstanding based on the due date provided in the URL
1.2167244957566e+18,your most
1.21662196896916e+18,hi sentoran appreciate if you could dm us the connection details to check and assist you accordingly
1.21661522961182e+18,hi kindly note that is possible you can activate a different package on top of of the video URL
1.21640317594472e+18,hi obata sahaya weemata obage connection ankaya saha nic ankaya apa wetha dm magin yomu karanamen illa sitimu
1.21639278240478e+18,hi randika oba rs pack eka activate kara thibeda
1.21631284773256e+18,hi nimesh if you are facing a covearage related issue kindly share us your connection URL
1.21628866942808e+18,have a great day ahead
1.21628294446736e+18,both yupptv and zee5 can be accessed via viu app
1.21628068291541e+18,hi you would be able to enjoy the tv mobile app subscriptions through dialog viu
1.21620560239078e+18,hi sam seems like youre facing a coverage issue if its so appreciate if you could dm us the URL
1.2161964081408e+18,hi appreciate if you could dm us both the connection numbers with the date and time you tried the URL
1.21616466304772e+18,hi pls note that if you select any resolution which is higher than sd or higher no URL
1.21590889563549e+18,hi dumi kindly note that we do not disclose customer information to any third party however in URL
1.21590730579718e+18,yes youll not be charged even after changing the quality
1.2158936976127e+18,appreciate if you could please let us know if you have any concern with regards to your connection via URL
1.21589215652059e+18,hi nilesh we have given unlimited youtube access at standard definition resolution under the URL
1.21589031841299e+18,hi appreciate if you could kindly let us know the reason for you to disconnect your connection via dm on the same
1.21588698090458e+18,mehi oba connect wee athi base station eke common interference issue ekak pawathi apa meya check karamin pawathi
1.21586432466692e+18,check
1.21569537448627e+18,lodge complaint check URL
1.2155952808607e+18,hi omal please dm your connection number in order to check and assist you on the same
1.21557553524345e+18,hi please be informed that usually sachet channel activation will take a maximum of URL
1.21555497012637e+18,have you purchased the device from dialog
1.21554523567108e+18,hi complaint eka in progress bawa danum dennemu apage team eka obawa haki ikmanin sambanda karai
1.21554379655077e+18,
1.21552953781301e+18,hi rifai we are sorry if you had to face any inconvenience caused could you please elaborate more on your concern
1.21551700955693e+18,when customers raise their concern we do lodge complaints and after investigating one of our URL
1.21538824088418e+18,hi raees appreciate if you could dm your nic
1.21531004122351e+18,hi if you have an issue with regards to coverage please let us know if you are experiencing the URL
1.21527550325232e+18,mobile broadband home broadband
1.21527276419991e+18,details contact number
1.21527064686484e+18,request details
1.21526781133507e+18,hi connection details dm
1.21526743110879e+18,appreciate if you can dm us below details in order to check and assist you on the same.1 connection URL
1.2152665113441e+18,hi pasindu
1.21525910481972e+18,hi sanka is this slowness about your home broadband connection or mobile broadband connection
1.21521407834973e+18,thank you very much EMO_POS
1.21513789345652e+18,hi thank you for sharing this screenshot with us appreciate if you can share the connection URL
1.21508603441499e+18,hi thank you for reaching out appreciate if you can share your connection details via inbox to assist you accordingly
1.21496296387614e+18,can be taken
1.21496296283168e+18,for your information our fraud management team disconnects or blocks any of the connection numbers URL
1.21492547666755e+18,you are mostly welcome nisala we will do our best to come up with a favourble solution with the same EMO_POS
1.21490017817766e+18,be checked and processed by our team and they will come up with a applicable network URL
1.21490017725073e+18,hi nisala please accept our sincere apologies if you came through any inconvenience with our services URL
1.21481470107654e+18,appreciate if you could dm us the connection number exact location and phone model to assist you
1.21481280903857e+18,hi fathima were really sorry about the inconvenience that youre facing to please let us know URL
1.21480864602832e+18,hi namila connection number location details contact number dm
1.21480825409573e+18,connection number URL
1.21479250820043e+18,dedicate
1.21475973463872e+18,hi URL
1.21474122429436e+18,hi please note that we do not disclose any of the customer information to vendors
1.21460309502137e+18,hi connection nic dm
1.21454277778413e+18,hi rajitha kindly note that the game will not be telecasted via mytv
1.2145393926453e+18,hi michael apologies the match will not be telecasting on the mytv
1.21452384884822e+18,hi we apologize for the delay our will rectify the same and do the needful asap
1.21449994615146e+18,hi ijaz kindly note that the currently user can stream viu free without any data charge up to on URL
1.21447275602219e+18,the page and register for the service with a password.step when you are within range of a URL
1.21447275385787e+18,hi amalsha hope you are referring to dialog home broadband quota share service login step URL
1.21446222870917e+18,further clarification please do share your connection details via dm
1.21446222755572e+18,hi in an event where you have activated multiple data packages at once you will be getting these URL
1.21438080854441e+18,hi dialog URL
1.21417753778341e+18,we apologise for the inconveniences caused kindly note that we understand your situation and URL
1.2141761414325e+18,hi irosha mobile broadband home broadband
1.21417537163935e+18,hi apologies for any inconvenience caused thank you for the details furthermore kindly note URL
1.21416804182882e+18,hi there please dm us an alternative contact no for us to check and have you assisted on the same
1.21416459830112e+18,hi lasanka coverage issue speed test screenshot URL
1.21413646186963e+18,kindly share your connection number location details and a contact number of yours via dm to URL
1.21400071129549e+18,hi krishmal package change rs cash deposit URL
1.21399886055891e+18,hi krishmal check connection number nic number
1.21389570112774e+18,hi saiyaff thank you for the feedback shared however kindly note that bonus data will be given first URL
1.2138910814877e+18,you are most welcome EMO_POS
