1.22968114959893e+18,0,hi farzan are you browsing internet with wifi or mobile network
1.22964610111391e+18,0,obage contact number eka apa wetha dm karana men illa sitimu
1.22964270114402e+18,0,hi obata pawathina gataluwa sadahan karana men illa sitimu
1.22963204798099e+18,-1,hi please accept my apologies regarding this bad ecperience could you please dm us your connection URL
1.22962924925194e+18,0,hope your concern is sorted now EMO_POS
1.2296200109199e+18,0,hi appreciate if you can share your connection details via dm to check on this concern
1.22945100625947e+18,1,hi we are sorry if any inconvenience was caused kindly note that as mentioned earlier the deposit URL
1.2294410869108e+18,1,hi vish kindly note that currently customers are able to enjoy both the services but if any URL
1.2293733491235e+18,0,hi dm connection number location details contact number
1.22937117376866e+18,0,hi chinthaka mobile broadband home broadband
1.22934993294507e+18,1,hi apologies for the inconvenience caused kindly note that we have escalated this to the relevant URL
1.22920454253912e+18,-1,hi sorry specific method my dialog app usage monitor URL
1.2290962742275e+18,1,hi we have notified this matter to the relevant team they will check and assist you on the same as soon as possible
1.22908426266787e+18,1,hi if you have faced any inconvenience upon making payments via our payment gateway kindly accept our URL
1.22890173404884e+18,1,you are most welcome
1.22890079255761e+18,0,hi nisala yes you need to have a phone to activate this if you activate this in a phone rs.199 URL
1.22888236880466e+18,1,well.please accept our sincere apologies for the inconvenience occurred
1.22888236789024e+18,-1,there is a network interference going on currently in few areas including yours.this interference URL
1.22888158355126e+18,0,hi please check dm
1.22872401849426e+18,1,hi could you kindly dm the relevant connection number so that we can check on the
1.22862458523244e+18,0,is a bill view machine you can punch the connection number and check the bill balance
1.22849358844889e+18,0,hi check connection details dm URL
1.22839405598761e+18,1,please note that we have escalated this to the relevant team they will check and make it correct EMO_POS
1.22838502599503e+18,-1,hi shuja we are sorry we are unable to understand your exact concern.appreciate if you can clearly URL
1.22838243452314e+18,1,hi kindly share your connection number and nic via dm to check and assist you on the
1.22834992192282e+18,0,connection number dm
1.22832171643224e+18,1,hi kindly share your relevant connection number and nic to inform the relevant team with regards to the same
1.22831429875103e+18,1,hi kindly dm the relevant connection details along with the location adrress to check and assist you on the same
1.22830848146536e+18,0,hi jalitha appreciate if you could let us know whether you are referring to mobile broadband or URL
1.22782358052576e+18,1,hi tychy thank you so much for your valuable suggestion well surely pass the same to the relevant URL
1.22780329687173e+18,1,hey could you dm us the relevant connection number in order to check on this
1.22758567826921e+18,-1,hi please note that you have activated a data add on other charges are for insuarance services
1.22752238668319e+18,0,not a malicious site however weve escalated the concern to the management as well
1.22747289174007e+18,1,an agent of ours will get back to you asap with regards to this highly appreciate your patience on the same
1.22747243702719e+18,-1,please note that we do not have a feature as such but we dont restrict in receiving smss from other URL
1.22745331125687e+18,-1,hi malcolm we are really sorry for the inconvenience caused apologies for the delay please be URL
1.22729115810522e+18,1,may we have the relevant connection details via dm please also kindly let us know whether you have URL
1.2272846731828e+18,0,hi what is the issue you are facing please
1.2272653619276e+18,1,you are most welcome EMO_POS we value your feedback please take a few minutes to rate our service on URL
1.22718697583429e+18,-1,hi malcolm we are really sorry for the inconvenience caused apologies for the delay please be URL
1.22718546908098e+18,0,hi you can use the below sms method and send to
1.22711612175043e+18,0,appreciate if you could share the requested details via twitter dm
1.22711573076574e+18,1,discounts up to from dialog on iphones this valentines to gift your loved ones monthly installment URL
1.22711038008378e+18,-1,hi amal data pack active time data usage chargers mention URL
1.22710880177139e+18,1,hi kindly elaborate more on your concern for better assistance
1.22690179916207e+18,0,hope your concern is solved EMO_POS
1.22689964033276e+18,0,hi appreciate if you could contact our roaming team via roamUSER_MENTION in order to get the assistance on the same
1.2268972150226e+18,0,this will be sorted asap
1.22673264337241e+18,1,never seen a watch like this apple watch series now available at dialog monthly installment plans at URL
1.22673120749018e+18,0,hi there appreciate if you could dm us the connection number your location and device details URL
1.22667349558686e+18,0,send to
1.22648908424115e+18,1,could you dm us the relevant connection number in order to check on this
1.22646692678155e+18,0,hi shifan appologies for any inconvenience caused appreciate if you could use the given ussd code URL
1.22638659763088e+18,0,hi there please let us know your concerns for us to have you assisted
1.2262167307264e+18,0,hi azeem note that the mentioned is not supported hence the lte model is not
1.22620553477423e+18,0,hi nasheeth connection URL
1.22616014454908e+18,1,appreciate if you could dm us with the relevant connection number
1.22615607491232e+18,1,hi appreciate if you could elaborate further on your concern for better assistance
1.22614107195827e+18,0,hi azeem please be informed that we only have the wifi version at
1.2261214121146e+18,0,nic number
1.22609081212098e+18,1,kindly use the below methodvia sms to for dialog mobile users foc for URL
1.22608168561749e+18,1,hi kindly note your concern is not clear
1.22606894287312e+18,-1,hi we are so sorry to hear this pls dm us the connection details for us to check and have you assisted on this
1.22602567923137e+18,-1,please note that we are unable to confirm however please be assured that they will get back to you URL
1.22601119375788e+18,0,hi amila we already replies to the customer
1.22600849608636e+18,0,hi dialog tv connection URL
1.22577653416372e+18,1,provide us with your relevant connection number and registered nic number via dm as we will block the URL
1.22577653318226e+18,-1,if these calls are irrelevant you may block the numbers from the given method below.to block promos URL
1.22577653216309e+18,1,hi vithushaan as a leading and responsible telecommunication provider in sri lanka we maintain a URL
1.22559896616067e+18,1,hey there let us know your primary connection number mydialog app version and mobile device model URL
1.22553454704923e+18,0,hi saiyaff appreciate if you could check the same after the mentioned time period to avoid any issues
1.22542527618998e+18,0,hi viraj recharge URL
1.22541056394732e+18,0,hi viraj feedback URL
1.22536954226172e+18,0,hi malcolm we apologise for the inconvenience caused by the delay appreciate if you could please let URL
1.22533083141948e+18,0,hi seni
1.22532789212667e+18,0,hi seni yes you can call and make train reservation
1.2252492171632e+18,0,can you share your connection details via dm to check on this concern
1.22507052829951e+18,0,hi appreciate if you could let us know if you downloaded the videos form the app to the device or you URL
1.22495224130561e+18,1,hi kindly accept our apologies for the inconvenience caused we informed respective team to get in URL
1.22493871253191e+18,1,you are most welcome EMO_POS
1.22493811920994e+18,0,address to proceed
1.22493811801028e+18,0,hi malintha please send us a written request letter bearing the signature of the connection holder URL
1.22480780448306e+18,0,appreciaate if you could provide the above requested details for us to check on the same
1.22478380878594e+18,1,as mentioned above if you could share the relevant connection details with us we will be able to assist you accordingly
1.22473666712428e+18,-1,appreciate if you could share with us any avilable complaint reference numbers to check on the same URL
1.22473500212406e+18,0,hi rimzan if you have any concern regarding a dialog product or service please do let us know of URL
1.22463110985984e+18,0,thank you EMO_POS
1.22462399233148e+18,1,hi rasika december month bonus data free data
1.22461880122598e+18,1,kindly let us know your connection number contact number and the router located address via dm URL
1.22458171150321e+18,0,hi can you please share the doctor name or customers appointment reference number
1.22455180870777e+18,0,hi package
1.2245439661562e+18,0,us celebrate the anniversary of sri national independence with pride URL
1.22449181534635e+18,0,could you please dm us your connection number and a contact number
1.224364190217e+18,1,hi munza please accept our apologies for any inconvenience kindly dm your connection number location URL
1.22434551112732e+18,1,please dm us the relevant connection number device model and the location details in order to URL
1.22425852239064e+18,1,please refer the following link for more information regarding the available postpaid packages URL
1.22425301166238e+18,0,that depends on the package that you
1.2242516823575e+18,1,yes we could assist you with regards to the same hence much appreciate if you could dm us the URL
1.22423965192755e+18,0,appreciate if you could dm us the connection number location details with the phone model so that URL
1.22423586994878e+18,0,daily rental rs taxes the following offer is for a perday tv connection and not a postpaid
1.22423586897159e+18,1,compared to standard offer channels free for days customer can enjoy all URL
1.22423586801102e+18,0,please note that the above nic number has the following dialog tv offer which can be purchased URL
1.22423366336747e+18,-1,hi sorry for the delay could you please share your dtv number i can check on the the process EMO_POS
1.2242288840964e+18,1,appreciate if you could dm the exact nic number as the above mentioned nic number does not have a dialog tv
1.22422779148867e+18,-1,hi anushan sorry for any inconvenience caused but please let us know whether youre you referring URL
1.22422503973152e+18,0,hi appreciate if you could let us know if the following connection is required for a
1.22419861281037e+18,0,disconnection EMO_NEG please let me know if this is a temporary or a permanent disconnection
1.22385713445623e+18,0,hi sandun home URL
1.22366148278266e+18,0,URL
1.22355488235714e+18,0,hi shehan apologies for any inconvenience caused appreciate if you could please let us know the URL
1.22343181648235e+18,1,hi we are extremely sorry for the difficulty you are facing kindly let us know your connection URL
1.22330779463752e+18,1,hi omar kindly share your connection number and nic via dm to check and assist you on the
1.22329354075268e+18,0,hi apologies for the inconvenience caused hope you are referring to a signal issue on your URL
1.22327633630486e+18,1,kindly visit the link below to get details on the same URL
1.22324298617736e+18,0,hi indika please do inbox us your connection number to check on the same
1.2232196056673e+18,1,hi chandana apologies if any inconvenience was caused kindly note that our team will rectify the same asap
1.2231841457461e+18,-1,watch tells time among other things stay tuned for the apple watch series coming soon to URL
1.22311871408772e+18,0,hi could you please dm the connection number and the device details to check on this please
1.22311692420621e+18,0,the shape of the future globally february am sri lanka URL
1.2230993739716e+18,1,hi you can reach us via if not you can always let us know your concern via dm we would be happy URL
1.22296046461688e+18,0,hi maria apologies for the inconvenience caused appreciate if you could dm your connection URL
1.22295628965282e+18,0,hi
1.22289644696324e+18,1,hi kindly elaborate on your concern to check and assist you accordingly EMO_POS
1.222866399842e+18,0,hi rumesh concern raise URL
1.22283983703363e+18,1,hi rumesh buffer free experience videos recommend URL
1.22283891774705e+18,1,hi hatem kindly dm us your relevant connection details in order to check and assist you on the same
1.22279254399958e+18,1,hi kindly note that we have now responded to your dm on the said issue
1.22278703798995e+18,0,we do understand your concern appreciate if you can share your contact number via dm so we can get in touch with you
1.22278256999076e+18,1,hi we sincerely apologize for the difficulty you experienced please do share your connection number URL
1.22276765472279e+18,0,hi kalpa we have replied to your dm on the same
1.22274145366074e+18,0,appreciate if you could dm us the below requested details in order to assist mobile URL
1.22258497151852e+18,0,hi pelase note that we have replied your dms
1.22257309183187e+18,1,hi please share your relevant connection number or complaint reference numbers via dm to check and URL
1.22256336142833e+18,1,hi mafaz kindly share your connection details via dm to check and assist you on the same
1.22251779576789e+18,0,hi please note that the speed may depend on the resource availability eg number of users URL
1.2225130325905e+18,0,youtube unlimited youtube URL
1.22248651292901e+18,0,hi kalpa apologies for the delay caused please let us know whether you have updated the app to the URL
1.22248594385841e+18,0,charge depends on visit the link below to check on the channel URL
1.22248594276371e+18,0,hi sarahxm hope you are referring to sachet channels please follow the sms method below for the URL
1.22203377764545e+18,-1,hi we are really sorry for the inconvenience which has caused to you appreciate if you could dm us URL
1.22174271305959e+18,1,hi sanka this is a network issue so we cannot confirm a exact date
1.22173858306685e+18,0,hi sanka hope your concern is resolved
1.22173504214313e+18,-1,the complaint has been closed since our team is working to improve the coverage and data speed of your area
1.22172443261767e+18,0,hi sanka are you referring to mobile broadband or home broadband
1.22172374703352e+18,1,youre welcome
1.22172308380495e+18,1,hi ahamed kindly connect with our ideamart facebook page via below link URL
1.221721868736e+18,0,hi maria in order to check and assist you please dm us the connection number location and the URL
1.22163238987882e+18,0,hi there pls dm us the connection details location a contact number for us to check and have you assisted
1.22147180777513e+18,1,hi kindly share your relevant connection number nic your address device model and an alternate URL
1.22142787010026e+18,1,hi nafeesmn could you kindly inbox us your connection number to check on the above
1.22134352240357e+18,0,hi dilum please dm us your connection number and the nic number to check and assist you
1.22125072235388e+18,1,we have passed this to the relevant our team will check this and assist you on the same
1.22113811640632e+18,1,hi kindly do let us know whether you are facing the same with mobile broadband or home broadband
1.2211349409449e+18,1,hi sumran kindly note that the details of the package is mentioned at our official page please visit URL
1.22112911077852e+18,1,please do dm us your relevant connection number with the mobile device model details as we will check on the smae
1.22110658134302e+18,1,hi mohamed akeel kindly note that you must stream via p for a buffer free experience
1.2210372215932e+18,1,kindly share your connection details and location details via dm to check and assist on the same
1.22103468286061e+18,0,hi are you referring to mobile broadband or home broadband please
1.22101552894233e+18,1,your complain has escalate to relevant division reference
1.22100394600693e+18,0,hi siduvu apahasuthawayata samawanna apa obage gataluwa sandaha reference anka URL
1.22097643085259e+18,0,numbers only sending party will get charged standard sms charges and forwarding party will URL
1.22097642995493e+18,1,kindly note that the only possible activation methods are shown dial URL
1.22097247312829e+18,1,addressing with regards to the sms forwarding issue kindly suggest the sms divert method where URL
1.22096810001686e+18,0,hi eranga apologies for any inconveniences caused appreciate if you could please dm us a URL
1.22090776794024e+18,0,update at your earliest appreciate if you could please bear with us on the same
1.22090776705105e+18,1,hi rifak apologies for the inconvenience caused with regards to this kindly note that we have URL
1.22087614827334e+18,1,if so please do dm us your relevant connection number and when did you check on it and saw the same as URL
1.22076372821336e+18,0,please do note the conversation thread we do have at the moment does not any such URL
1.22075420470223e+18,1,hi sara kindly dm us the relevant connection details to check on the above
1.22075336076628e+18,-1,hi apologies for the inconvenience as mentioned the complaint has been assigned to the URL
1.22074221937365e+18,1,hi mauzoom accept our apologies if you have faced any inconvenience please feel free to inform us URL
1.22070736690942e+18,0,hi please accept our apologies for any inconvenience caused appreciate if you could let us URL
1.220613379792e+18,1,apologies for the inconvenience caused we would appreciated if you could let us know after which step URL
1.22058807073675e+18,1,outstanding on or before the given due date for that particular month to avoid
1.22058806983489e+18,0,hi there please note that there are two methods which your connection can be disconnected URL
1.22055810591592e+18,0,appreciate if you could dm us the requested details if the same persists in order to assist you EMO_POS
1.22055609450803e+18,1,concerns and we will be happy to assist you
1.22055609209211e+18,0,hi kasun please accept our apologies inconvenience caused hope you are referring to the same URL
1.22036176932929e+18,0,to ourlions on their victory against zimbabwe in their test match during the sri lanka tour URL
1.22035154407334e+18,0,location and device details
1.22026961816771e+18,0,hi rukshan yes youtube is unlimited if you activate the package but the dedicated quality of the URL
1.22025866415562e+18,1,your complain has escalate to relevant division reference
1.22024553545987e+18,0,URL
1.22023615143861e+18,1,effective december we apologies for any inconvenience customer please be URL
1.2201585076028e+18,0,hi nehavarshney please check dm
1.22002228066483e+18,-1,note that the mentioned connections may have been disconnected due to incomplete ownership URL
1.22001728237151e+18,1,hi kindly dm your connection number location details and a contact number of yours to check and assist you on the same
1.21988358722014e+18,1,again we are sorry you had to go through this difficulty i would be happy to assist you on the concern URL
1.21988021623291e+18,1,hi we sincerely apologize of the experience you had we are glad that you reached us via twitter let URL
1.21986929569553e+18,0,we wish to inform you that your concern is sorted
1.21985078210898e+18,0,you the assistance with a solution for which occurred
1.21985078067873e+18,-1,hi were really sorry for the inconvenience caused but we wish to inform you that you may easily and URL
1.21981715495622e+18,-1,hi shehan please accept our apologies with regards to the complaint appreciate if you could dm us only the nic number
1.21980422891652e+18,0,replied to your dm EMO_POS
1.2198018583547e+18,1,hi inshaf were really sorry for the inconvenience caused kindly dm us the connection number URL
1.21966664884995e+18,-1,hi thamuru we are extremely sorry for the delay caused so far kindly note that a complaint was been URL
1.21961611553135e+18,0,hi could you please dm the dtv connection which you have added to the viu app to check on this
1.21960805301797e+18,1,hi dave please let us know the exact offer that you are referring to along with the relevant URL
1.21952442954748e+18,0,hi nishard weve replied EMO_POS
1.21948040598175e+18,1,hi sharon kindly dm us the relevant connection number to check and assist
1.21933709959121e+18,0,hi amra please dm us the referring connection number reachable contact number device details and URL
1.21930650062945e+18,1,kindly allow us some time we will check on this and revert asap
1.21930364026085e+18,-1,hi iffath a complaint has been lodged on your concern under one of our team URL
1.21926481644091e+18,0,hi the mentioned match is not telecasted on mytv
1.21925043099739e+18,0,hi dulanjaya please accept our apologies for any inconvenience caused appreciate if you could let URL
1.2192482919023e+18,0,hi gishan dialog television
1.21923108100367e+18,1,hi vithushaan kindly note that roaming has been successfully activated appreciate if the device URL
1.2192216324238e+18,-1,hi we have lodged a complaint on your concern under ref one of our team members URL
1.21919372723689e+18,-1,hi sorry if you had to face any bad experience from our side could you please share your token URL
1.21911209359874e+18,0,hi home broadband mobile broadband
1.21898248322153e+18,1,hi apologies for the inconvenience caused kindly share your relevant connection number nic URL
1.21894552737251e+18,1,please do dm us the relevant details to assist you on the same
1.21892251089448e+18,0,hi eranga how can we assist you please
1.21886401347339e+18,0,hi deliver URL
1.21886388705287e+18,0,hi janu signal URL
1.21882117190443e+18,0,hi sheen we do apologize for the delay we wish to inform you that our team would visit your URL
1.21881159577998e+18,0,hi themiya channel line up channel
1.21881084306593e+18,0,hi please note that we do not telecast the zim vs sl matches on dialog tv
1.21880570035856e+18,1,hi sandun we regret to inform you that any of the available channels are not broadcasting both tournaments
1.21876229295701e+18,0,hi dialog tv telecast
1.21875437818371e+18,-1,hey sorry obata router eka replace karaganimata page outlet ekak wetha yamata siduwanu atha
1.21873026284825e+18,0,hi irsath EMO_POS
1.2185635001692e+18,0,please do share your connection number via dm to check and assist you on the same
1.21854712870177e+18,0,hi sohan apologies for the inconvenience caused and thank you for your feedback we will forward this URL
1.21853702737904e+18,0,hi irsth we regret to inform you that the sri lanka vs zimbabwe match will not be telecasting on dialog
1.21853020295707e+18,1,hi devin appreciate if you could dm your exact concern for better
1.21849916642021e+18,0,we regret to inform you that the sri lanka vs zimbabwe match will not be telecasting on dialog
1.21843866034291e+18,1,hi kindly note that due to limitation of availability in new numbers telecommunication regulatory URL
1.2183469495665e+18,0,hi connection number contact number dm
1.21822483838657e+18,1,hi kindly dm us your connection details to check and assist on the same
1.21822070717743e+18,1,you are most
1.2182175111346e+18,1,hi nisala apologies we do not have the above mentioned ringing tone however you will be able to URL
1.21821469833376e+18,0,hi chinthana appreciate if you could let us know if you are facing the following signal issue on your URL
1.21820728644066e+18,0,hi please do try the same after a while and let us know if it works for you
1.21819621346557e+18,1,you are most
1.2181944130144e+18,0,device link URL
1.21819098975768e+18,0,device
1.21817542761899e+18,-1,hi we are sorry to hear that you faced such an issue were you given a complaint reference number regarding this please
1.21807820171028e+18,0,hi thimira dm
1.21805387839198e+18,0,connection number nic number dm
1.21801937188657e+18,1,hi kindly note that the complaint is in progress and our team will check and have you assisted on this asap
1.21788076129609e+18,1,hi kindly dm your connection number location details and a contact number of yours to check and assist you on the same
1.21772765739724e+18,0,hi isuru please do share your concern to assist you on the same via dm
1.217645929614e+18,0,hi isuru as out team informed can you attach and send as a video for investigation please
1.21762164561726e+18,0,we have shareable data packages you can get which and be shared between users for rs URL
1.21761800282221e+18,1,hey very good morning to you too are you a mobile postpaid connection user
1.2176124767806e+18,0,hi nisala could you let us know whether you are referring to the shareable data packages please
1.21754344957608e+18,-1,hi complaint ref num lodge URL
1.21752552483629e+18,-1,hi devin pramadayata samawanna obage complaint eka sandaha apage team eka resolution ekak finalize URL
1.21749938103071e+18,-1,complaint ref num URL
1.21744183866526e+18,1,hi please note that the gb is for your normal usage apart from the same you can watch you URL
1.21731913851279e+18,1,extremely sorry for the mistake irfan have a nice day ahead
1.217316926827e+18,1,hey there ifran thank you for bringing this to our attention you can easily check the usage URL
1.21731090617196e+18,0,EMO_POS
1.21730604941958e+18,0,discovery turbo channel replace techstrome channel dtv connection URL
1.21728988457193e+18,0,hi rifak check connection number URL
1.21712305358858e+18,0,hi arjun appreciate if you could share us your connection number and device details via dm we will URL
1.21711521254707e+18,0,hi appreciate if you could share us your connection details and location details to check and assist on the same
1.21703394972733e+18,-1,hi andrew were really sorry about the inconvenience that youre facing with the coverage of home URL
1.21702439810601e+18,0,yes you can
1.21692711792297e+18,1,hi kindly note that required to settle the outstanding based on the due date provided in the URL
1.21679321514532e+18,1,hi pasan kindly dm us the number to which you received the above sms so that we can relay the same URL
1.2167244957566e+18,1,your most
1.21661522961182e+18,1,hi kindly note that is possible you can activate a different package on top of of the video URL
1.21644255697791e+18,0,hi please share your connection details via dm to check and assist you on the same
1.21640317594472e+18,0,hi obata sahaya weemata obage connection ankaya saha nic ankaya apa wetha dm magin yomu karanamen illa sitimu
1.21639278240478e+18,0,hi randika oba rs pack eka activate kara thibeda
1.21638422528651e+18,0,hi the night time data can only be used during night time
1.21636511129376e+18,1,hi kindly note that this is not an authentic offer provided by us so kindly refrain from sharing URL
1.21631420093667e+18,1,hi to have a buffering free experience we recommend you to use standard definistion quality
1.21631284773256e+18,1,hi nimesh if you are facing a covearage related issue kindly share us your connection URL
1.21628866942808e+18,1,have a great day ahead
1.2162866642906e+18,0,yes you can select the respective choice via viu app
1.21616466304772e+18,1,hi pls note that if you select any resolution which is higher than sd or higher no URL
1.21596093358505e+18,0,hi yes that is correct
1.21592522488301e+18,0,please note that we have introduced channel in place of discovery turbo channel on dialog tv URL
1.21590889563549e+18,1,hi dumi kindly note that we do not disclose customer information to any third party however in URL
1.21590730579718e+18,0,yes youll not be charged even after changing the quality
1.2158936976127e+18,0,appreciate if you could please let us know if you have any concern with regards to your connection via URL
1.21589215744325e+18,0,and we wish to inform that no additional data cost will be charged even you change the resolution
1.21589215652059e+18,0,hi nilesh we have given unlimited youtube access at standard definition resolution under the URL
1.21586432466692e+18,0,check
1.21569537448627e+18,-1,lodge complaint check URL
1.21560033218675e+18,-1,we are extremely sorry for the inconvenience caused your connection has been disconnected due to a URL
1.2155952808607e+18,0,hi omal please dm your connection number in order to check and assist you on the same
1.21555497012637e+18,0,have you purchased the device from dialog
1.21554523567108e+18,-1,hi complaint eka in progress bawa danum dennemu apage team eka obawa haki ikmanin sambanda karai
1.21554379655077e+18,0,
1.21552953781301e+18,1,hi rifai we are sorry if you had to face any inconvenience caused could you please elaborate more on your concern
1.21531004122351e+18,0,hi if you have an issue with regards to coverage please let us know if you are experiencing the URL
1.21527812113142e+18,-1,team complaint
1.21527794478186e+18,0,connection number location details contact number dm
1.21527550325232e+18,0,mobile broadband home broadband
1.21527276419991e+18,0,details contact number
1.21527064686484e+18,0,request details
1.21526743110879e+18,0,appreciate if you can dm us below details in order to check and assist you on the same.1 connection URL
1.21525910481972e+18,0,hi sanka is this slowness about your home broadband connection or mobile broadband connection
1.21521407834973e+18,1,thank you very much EMO_POS
1.21513789345652e+18,0,hi thank you for sharing this screenshot with us appreciate if you can share the connection URL
1.21509868141588e+18,1,hi thank you for sharing your concern with us in order for us to assist you better kindly URL
1.21508603441499e+18,0,hi thank you for reaching out appreciate if you can share your connection details via inbox to assist you accordingly
1.21508544866353e+18,0,hi this whatsapp message has not been generated by our end please do avoid the same
1.21496296283168e+18,0,for your information our fraud management team disconnects or blocks any of the connection numbers URL
1.21492547666755e+18,1,you are mostly welcome nisala we will do our best to come up with a favourble solution with the same EMO_POS
1.2149253993539e+18,0,hi you can activate the same on a sim using a device
1.21490017817766e+18,0,be checked and processed by our team and they will come up with a applicable network URL
1.21490017725073e+18,1,hi nisala please accept our sincere apologies if you came through any inconvenience with our services URL
1.21481808581698e+18,0,hi sanik mobile URL
1.21481470107654e+18,1,appreciate if you could dm us the connection number exact location and phone model to assist you
1.21480864602832e+18,0,hi namila connection number location details contact number dm
1.21480825512758e+18,0,
1.21480825409573e+18,0,connection number URL
1.21479600649743e+18,-1,complaint complaint location signal URL
1.21479250820043e+18,0,dedicate
1.21479250669041e+18,0,hi signal issue connection details URL
1.21475973463872e+18,0,hi URL
1.21474122429436e+18,0,hi please note that we do not disclose any of the customer information to vendors
1.21462983443922e+18,0,hi afras please note that you are required to verify your card and make the reload in order to receive the allocation
1.21454277778413e+18,1,hi rajitha kindly note that the game will not be telecasted via mytv
1.2145393926453e+18,0,hi michael apologies the match will not be telecasting on the mytv
1.21452384884822e+18,0,hi we apologize for the delay our will rectify the same and do the needful asap
1.21449994615146e+18,1,hi ijaz kindly note that the currently user can stream viu free without any data charge up to on URL
1.21447275602219e+18,0,the page and register for the service with a password.step when you are within range of a URL
1.2144727550029e+18,0,click on the have a dialog mobile option and register using your email URL
1.21447275385787e+18,0,hi amalsha hope you are referring to dialog home broadband quota share service login step URL
